
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/20/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0035425008            07/12/2016  08/16/2016          92.94
0045282506            07/12/2016  08/16/2016         135.28
0865355002            07/12/2016  08/16/2016          87.20
0875041303            07/12/2016  08/16/2016          37.32
0886617919            07/12/2016  08/16/2016          39.70
0899594022            07/12/2016  08/16/2016          41.77
0906461793            07/12/2016  08/16/2016          63.21
0917312621            07/12/2016  08/16/2016          50.41
0925594723            07/12/2016  08/16/2016          46.73
0939811717            07/12/2016  08/16/2016          35.63
0949361505            07/12/2016  08/16/2016          52.79
0957987662            07/12/2016  08/16/2016          53.26
0962345666            07/12/2016  08/16/2016          80.87
1030506974            07/12/2016  08/16/2016          57.36
1338347873            07/12/2016  08/16/2016          52.68
2278126202            07/12/2016  08/16/2016          52.20
2342127509            07/12/2016  08/16/2016         647.08
2596065009            07/12/2016  08/16/2016         227.67
3004480236            07/12/2016  08/16/2016          12.14
4543627956            07/12/2016  08/16/2016           9.57
5606496759            07/12/2016  08/16/2016           6.59
5722222501            07/12/2016  08/16/2016         198.95
5737778562            07/12/2016  08/16/2016         270.22
6372590007            07/12/2016  08/16/2016          88.28
6555515433            07/12/2016  08/16/2016          22.96
7902610000            07/12/2016  08/16/2016          50.89
7976345004            07/12/2016  08/16/2016        3280.62
8395777488            07/12/2016  08/16/2016          98.56
9864369971            07/12/2016  08/16/2016          32.17
0104237722            07/13/2016  08/17/2016        1972.97
0853450005            07/13/2016  08/17/2016         427.35
1174428589            07/13/2016  08/04/2016        5713.21
1513230001            07/13/2016  08/17/2016          83.21
1606240008            07/13/2016  08/17/2016        6525.97
3110640004            07/13/2016  08/17/2016          77.96
4926320674            07/13/2016  08/17/2016         160.26
8245865004            07/13/2016  08/17/2016        1601.24
8485977501            07/13/2016  08/17/2016        1017.39
9271454192            07/13/2016  08/17/2016         141.40
9523688605            07/13/2016  08/17/2016         236.05
2547693222            07/14/2016  08/18/2016          30.26
2870226384            07/14/2016  08/18/2016          77.95
0453732505            07/15/2016  08/19/2016         858.19
0513622506            07/15/2016  08/19/2016          80.42
0563127505            07/15/2016  08/19/2016         146.41
0839000486            07/15/2016  08/19/2016         118.56
1132834340            07/15/2016  08/19/2016         126.40
3535387504            07/15/2016  08/19/2016         209.91
4012525491            07/15/2016  08/19/2016          41.17
4602325955            07/15/2016  08/19/2016          16.51
4970932911            07/15/2016  08/19/2016         274.38
6276422505            07/15/2016  08/19/2016          38.07
6691573940            07/15/2016  08/19/2016        9852.05
6791993840            07/15/2016  08/19/2016           7.19
6998249855            07/15/2016  08/19/2016          42.47
7975467809            07/15/2016  08/19/2016          36.51
8044091489            07/15/2016  08/19/2016          25.26
9333552504            07/15/2016  08/19/2016         249.08

58 VA Dominion Invoices for a Total Invoice Amount of $36112.85

58 Total Alexandria Invoices for a Total Invoice Amount of $36112.85


Organization:   Total

58 Total Invoices for a Total Invoice Amount of $36112.85

