
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 02/02/2015

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
3305049904            12/18/2014  02/09/2015        2344.37
3305050209            12/18/2014  02/09/2015          36.92
3093492464            12/18/2014  02/09/2015         102.41
3063087070            12/18/2014  02/09/2015          16.47
3063248565            12/18/2014  02/09/2015          74.11
3093487670            12/18/2014  02/09/2015         205.34
3020010207            12/18/2014  02/09/2015         718.51
3093487811            12/18/2014  02/09/2015         149.04
3022066231            12/19/2014  02/09/2015        3226.46
3096689405            12/30/2014  02/09/2015         142.89
3118675267            12/30/2014  02/09/2015         179.66
3098309028            12/30/2014  02/09/2015        5780.56
3092758857            12/30/2014  02/09/2015         118.69
3091432207            12/30/2014  02/09/2015         904.41
3000186209            01/06/2015  02/09/2015          86.09
3100034002            01/14/2015  02/09/2015        7872.24
3100002504            01/14/2015  02/09/2015        4441.29
3100034101            01/14/2015  02/09/2015          86.05
3001203516            01/14/2015  02/09/2015        3064.87
3002046021            01/16/2015  02/09/2015        1198.05
3004078006            01/16/2015  02/09/2015        4160.87
3041227004            01/16/2015  02/09/2015         943.57
3017525019            01/16/2015  02/09/2015        2942.51
3041227210            01/16/2015  02/09/2015          11.15
3045325036            01/16/2015  02/09/2015        1202.27
3001020555            01/16/2015  02/09/2015        3361.63
3001077001            01/16/2015  02/09/2015         169.25
3002091019            01/16/2015  02/09/2015         167.63
3004098517            01/16/2015  02/09/2015         578.57
3017505813            01/16/2015  02/09/2015        1685.10
3021593011            01/16/2015  02/09/2015        -173.64
3017525100            01/16/2015  02/09/2015         201.94
3037297607            01/16/2015  02/09/2015          77.28
3001011901            01/16/2015  02/09/2015        2581.81
3004000000            01/16/2015  02/09/2015          11.15
3038083501            01/16/2015  02/09/2015         535.47
3039198415            01/16/2015  02/09/2015         334.42
3017507900            01/16/2015  02/09/2015          20.45
3002044505            01/16/2015  02/09/2015         508.45
3007028115            01/16/2015  02/09/2015          20.45
3094230103            01/16/2015  02/09/2015       -2309.46
3100112303            01/20/2015  02/09/2015        1440.17
3091098214            01/20/2015  02/09/2015         483.80
3092905425            01/20/2015  02/09/2015         680.09
3068184500            01/20/2015  02/09/2015         339.48
3069073017            01/20/2015  02/09/2015         412.92
3047313030            01/20/2015  02/09/2015         165.28
3100053606            01/20/2015  02/09/2015        1310.64
3100100910            01/20/2015  02/09/2015          29.22
3092905524            01/20/2015  02/09/2015         267.16
3140522511            01/20/2015  02/09/2015         426.78
3071123503            01/20/2015  02/09/2015         370.96
3100056153            01/20/2015  02/09/2015         666.24
3100116825            01/20/2015  02/09/2015         733.08
3100285224            01/20/2015  02/09/2015         244.33
3100251564            01/20/2015  02/09/2015         472.44
3100251614            01/20/2015  02/09/2015          29.30
3100285315            01/20/2015  02/09/2015         106.19
3083250518            01/20/2015  02/09/2015         630.46
3100280803            01/20/2015  02/09/2015        1463.75
3077159006            01/20/2015  02/09/2015         323.38
3068174014            01/20/2015  02/09/2015         361.65
3077060014            01/20/2015  02/09/2015         396.53
3100100415            01/20/2015  02/09/2015         197.88
3049168028            01/20/2015  02/09/2015         378.43
3091740013            01/20/2015  02/09/2015          11.25
3107616520            01/20/2015  02/09/2015         183.12

67 Wash Gas Invoices for a Total Invoice Amount of $59903.83

67 Total Alexandria Invoices for a Total Invoice Amount of $59903.83


Organization:   Total

67 Total Invoices for a Total Invoice Amount of $59903.83

