
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 11/13/2013

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1043295003            11/05/2013  12/10/2013           5.66
1122287962            11/05/2013  12/10/2013          12.14
1312808247            11/05/2013  12/10/2013          42.54
2040619443            11/05/2013  12/10/2013        8462.42
2174476057            11/05/2013  12/10/2013          99.52
2225822507            11/05/2013  12/10/2013         311.09
2923347955            11/05/2013  12/10/2013          89.95
3103257501            11/05/2013  12/10/2013         275.46
3470617501            11/05/2013  12/10/2013         276.71
4802659823            11/05/2013  12/10/2013       14042.65
6070697393            11/05/2013  12/10/2013           6.83
6670610002            11/05/2013  12/10/2013         132.14
6855697501            11/05/2013  12/10/2013         310.96
7199264891            11/05/2013  12/10/2013          94.20
7236357500            11/05/2013  12/10/2013        2802.02
7320592509            11/05/2013  12/10/2013          50.08
7448178173            11/05/2013  12/10/2013          51.92
7835036513            11/05/2013  12/10/2013        1239.13
8515290008            11/05/2013  12/10/2013        1068.05
8525402502            11/05/2013  12/10/2013         136.97
8954752245            11/05/2013  12/10/2013         106.77
8965342507            11/05/2013  12/10/2013         259.20
9091146192            11/05/2013  12/10/2013         177.81
9216886433            11/05/2013  12/10/2013          51.05
0014940001            11/06/2013  12/11/2013         731.06
2990617504            11/06/2013  12/11/2013          98.54
4032400121            11/06/2013  12/11/2013         652.09
5863539630            11/06/2013  12/11/2013        1368.84
6265845005            11/06/2013  12/11/2013         731.16
6904957500            11/06/2013  12/11/2013         199.20
7800570009            11/06/2013  12/11/2013         748.86
7852141840            11/06/2013  12/11/2013        2658.79
9304957500            11/06/2013  12/11/2013         189.05
0035425008            11/07/2013  12/12/2013          56.95
0045282506            11/07/2013  12/12/2013          51.74
0662927573            11/07/2013  12/12/2013        2472.38
0865355002            11/07/2013  12/12/2013          91.61
0875041303            11/07/2013  12/12/2013          10.69
0886617919            11/07/2013  12/12/2013          26.66
0899594022            11/07/2013  12/12/2013          18.14
0906461793            11/07/2013  12/12/2013          23.27
0917312621            11/07/2013  12/12/2013          34.79
0925594723            11/07/2013  12/12/2013          41.85
0939811717            11/07/2013  12/12/2013          25.99
0949361505            11/07/2013  12/12/2013          31.51
0957987662            11/07/2013  12/12/2013          20.37
0962345666            11/07/2013  12/12/2013          15.52
1030506974            11/07/2013  12/12/2013           6.42
2342127509            11/07/2013  12/12/2013         750.80
2942720000            11/07/2013  12/12/2013          24.84
3004480236            11/07/2013  12/12/2013          20.09
5606496759            11/07/2013  12/12/2013           5.66
5722222501            11/07/2013  12/12/2013         243.71
5737778562            11/07/2013  12/12/2013          82.79
6372590007            11/07/2013  12/12/2013         112.98
7902610000            11/07/2013  12/12/2013         127.30
7976345004            11/07/2013  12/12/2013        2315.70
8395777488            11/07/2013  12/12/2013         657.46
0104237722            11/08/2013  12/13/2013        2198.37
0853450005            11/08/2013  12/13/2013         681.32
1513230001            11/08/2013  12/13/2013         355.10
1606240008            11/08/2013  12/13/2013        1734.83
2596065009            11/08/2013  12/13/2013          86.16
3110640004            11/08/2013  12/13/2013         423.70
4926320674            11/08/2013  12/13/2013         290.57
8245865004            11/08/2013  12/13/2013        1027.62
8485977501            11/08/2013  12/13/2013         586.28
9271454192            11/08/2013  12/13/2013         576.61
9523688605            11/08/2013  12/13/2013         741.83

69 VA Dominion Invoices for a Total Invoice Amount of $53454.47

69 Total Alexandria Invoices for a Total Invoice Amount of $53454.47


Organization:   Total

69 Total Invoices for a Total Invoice Amount of $53454.47

