
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 08/08/2012

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            08/01/2012  09/05/2012           6.55
1765582505            08/01/2012  09/05/2012         498.10
1863767503            08/01/2012  09/05/2012         136.64
1973380007            08/01/2012  09/05/2012         143.27
2073392504            08/01/2012  09/05/2012         101.43
2123460004            08/01/2012  09/05/2012          40.35
2154604132            08/01/2012  09/05/2012         109.16
3341907974            08/01/2012  09/05/2012           5.66
3355630009            08/01/2012  09/05/2012          13.48
3675982502            08/01/2012  09/05/2012          25.41
4626102505            08/01/2012  09/05/2012         346.23
4793367501            08/01/2012  09/05/2012          75.16
5033402503            08/01/2012  09/05/2012          21.80
5163527509            08/01/2012  09/05/2012          28.85
5316252500            08/01/2012  09/05/2012       12231.31
5321630005            08/01/2012  09/05/2012          -4.76
5341575008            08/01/2012  09/05/2012           6.65
5431647501            08/01/2012  09/05/2012        3018.02
5498080240            08/01/2012  09/05/2012         142.57
5593500001            08/01/2012  09/05/2012          13.89
5611957373            08/01/2012  09/05/2012           8.41
6124540409            08/01/2012  09/05/2012         141.30
6137557531            08/01/2012  09/05/2012          75.47
6433295000            08/01/2012  09/05/2012          28.15
6651850288            08/01/2012  09/05/2012         139.01
6923515008            08/01/2012  09/05/2012          69.71
7005172502            08/01/2012  09/05/2012         391.35
7122056133            08/01/2012  09/05/2012           6.55
7241105886            08/01/2012  09/05/2012          39.83
8973730404            08/01/2012  09/05/2012         530.85
9562096736            08/01/2012  09/05/2012         196.25
9598044056            08/01/2012  09/05/2012           5.66
9995390003            08/01/2012  09/05/2012          59.79
1011348529            08/02/2012  09/06/2012       -1238.56
5246257504            08/02/2012  09/06/2012        2663.08
5411705006            08/02/2012  09/06/2012         384.27
6533151400            08/02/2012  09/06/2012       14726.30
6611367506            08/02/2012  09/06/2012         217.66
7152308461            08/02/2012  09/06/2012        3230.97
8371427504            08/02/2012  09/06/2012        1453.91
8381307506            08/02/2012  09/06/2012         242.26
9273322504            08/02/2012  09/06/2012         884.85
9596382508            08/02/2012  09/06/2012       17839.36
0215490004            08/03/2012  09/07/2012          97.42
0851910000            08/03/2012  09/07/2012        1307.29
1704970001            08/03/2012  09/07/2012         106.27
1735865006            08/03/2012  09/07/2012         433.47
2186032500            08/03/2012  09/07/2012        2901.24
3033837505            08/03/2012  09/07/2012         493.08
3419594464            08/03/2012  09/07/2012        6297.65
3870683699            08/03/2012  09/07/2012          93.19
4676162508            08/03/2012  09/07/2012        1129.67
5210403555            08/03/2012  09/07/2012         885.85
5265675008            08/03/2012  09/07/2012         364.79
5746157501            08/03/2012  09/07/2012          41.25
5837025922            08/03/2012  09/07/2012         136.70
6395925008            08/03/2012  09/07/2012         452.50
8486060000            08/03/2012  09/07/2012        1169.80
8555470007            08/03/2012  09/07/2012         133.63
8975650279            08/03/2012  09/07/2012           6.44
9006000005            08/03/2012  09/07/2012         541.07
9026057506            08/03/2012  09/07/2012         921.53
9423383257            08/03/2012  09/07/2012         392.31
9581789907            08/03/2012  09/07/2012          17.95
0313545006            08/06/2012  09/10/2012          79.20
0551576051            08/06/2012  09/10/2012          21.52
1156320002            08/06/2012  09/10/2012        3322.88
1545407502            08/06/2012  09/10/2012         223.87
2865622506            08/06/2012  09/10/2012         240.24
4696475005            08/06/2012  09/10/2012       25762.13
5658873640            08/06/2012  08/29/2012        1028.27
6414967502            08/06/2012  09/10/2012          25.63
6626365008            08/06/2012  09/10/2012       10671.36
6976229325            08/06/2012  09/10/2012           5.66
7146330001            08/06/2012  09/10/2012        3401.57
7352631019            08/06/2012  09/10/2012        2833.18
8703872054            08/06/2012  09/10/2012         817.99
8955365005            08/06/2012  09/10/2012        1432.24

78 VA Dominion Invoices for a Total Invoice Amount of $126845.04

78 Total Alexandria Invoices for a Total Invoice Amount of $126845.04

Organization:   Total

78 Total Invoices for a Total Invoice Amount of $126845.04

