
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 05/20/2014

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
3100112303            04/18/2014  06/09/2014        2465.17
3093487670            04/18/2014  06/09/2014         -15.69
3020010207            04/18/2014  06/09/2014         831.32
3305049904            04/18/2014  06/09/2014        3236.74
3305050209            04/18/2014  06/09/2014          40.99
3093487811            04/18/2014  06/09/2014         -38.09
3093492464            04/18/2014  06/09/2014           0.81
3063248565            04/18/2014  06/09/2014          73.93
3063087070            04/18/2014  06/09/2014         204.94
3022066231            04/21/2014  06/09/2014        2478.07
3118675267            04/29/2014  06/09/2014         108.67
3096689405            04/29/2014  06/09/2014          67.46
3098309028            04/29/2014  06/09/2014        3603.29
3091432207            04/29/2014  06/09/2014         244.88
3092758857            04/29/2014  06/09/2014          46.34
3000186209            05/05/2014  06/09/2014          79.43
3100034002            05/13/2014  06/09/2014       11489.22
3100034101            05/13/2014  06/09/2014          26.34
3100002504            05/13/2014  06/09/2014        2685.81
3001203516            05/13/2014  06/09/2014         146.99
3002046021            05/15/2014  06/09/2014         385.89
3004078006            05/15/2014  06/09/2014         512.86
3045325036            05/15/2014  06/09/2014         149.31
3017525019            05/15/2014  06/09/2014         640.58
3041227210            05/15/2014  06/09/2014          11.15
3001020555            05/15/2014  06/09/2014         217.93
3001077001            05/15/2014  06/09/2014          40.62
3004098517            05/15/2014  06/09/2014         193.74
3017505813            05/15/2014  06/09/2014         281.91
3001011901            05/15/2014  06/09/2014         515.47
3004000000            05/15/2014  06/09/2014          11.15
3043162290            05/15/2014  06/09/2014          20.45
3021593011            05/15/2014  06/09/2014         213.29
3017525100            05/15/2014  06/09/2014          33.61
3037297607            05/15/2014  06/09/2014          29.73
3038083501            05/15/2014  06/09/2014          53.20
3039198415            05/15/2014  06/09/2014         167.22
3017507900            05/15/2014  06/09/2014          20.45
3002044505            05/15/2014  06/09/2014         478.42
3094230103            05/15/2014  06/09/2014         203.92
3007028115            05/15/2014  06/09/2014          20.45
3041227004            05/15/2014  06/09/2014         486.19
3100112303            05/16/2014  06/09/2014         890.86
3047313030            05/16/2014  06/09/2014         117.02
3100100910            05/16/2014  06/09/2014         166.47
3068184500            05/16/2014  06/09/2014          62.58
3069073017            05/16/2014  06/09/2014          95.16
3100053606            05/16/2014  06/09/2014         546.26
3091098214            05/16/2014  06/09/2014         123.54
3092905425            05/16/2014  06/09/2014         263.94
3140522511            05/16/2014  06/09/2014         106.94
3092905524            05/16/2014  06/09/2014          76.46
3071123503            05/16/2014  06/09/2014          25.45
3100056153            05/16/2014  06/09/2014         102.74
3100116825            05/16/2014  06/09/2014         147.74
3100285224            05/16/2014  06/09/2014          27.15
3100251564            05/16/2014  06/09/2014          55.70
3100251614            05/16/2014  06/09/2014          27.95
3100285315            05/16/2014  06/09/2014          26.34
3083250518            05/16/2014  06/09/2014         170.36
3100280803            05/16/2014  06/09/2014         203.92
3077159006            05/16/2014  06/09/2014          71.69
3068174014            05/16/2014  06/09/2014          92.66
3077060014            05/16/2014  06/09/2014         102.51
3100100415            05/16/2014  06/09/2014          41.43
3049168028            05/16/2014  06/09/2014          94.62
3091740013            05/16/2014  06/09/2014          80.42
3107616520            05/16/2014  06/09/2014          66.99

68 Wash Gas Invoices for a Total Invoice Amount of $36251.06

68 Total Alexandria Invoices for a Total Invoice Amount of $36251.06


Organization:   Total

68 Total Invoices for a Total Invoice Amount of $36251.06

