
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/16/2014

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0215490004            07/08/2014  08/12/2014         118.81
0313545006            07/08/2014  08/12/2014          58.31
1122287962            07/08/2014  08/12/2014         155.24
1156320002            07/08/2014  08/12/2014        3857.36
1545407502            07/08/2014  08/12/2014         145.64
1856265002            07/08/2014  08/12/2014        3994.95
4452642962            07/08/2014  08/12/2014       20471.65
4696475005            07/08/2014  08/12/2014       28189.55
5658873640            07/08/2014  07/30/2014         470.91
6414967502            07/08/2014  08/12/2014          25.30
6626365008            07/08/2014  08/12/2014       10712.63
7146330001            07/08/2014  08/12/2014        3412.82
7352631019            07/08/2014  08/12/2014        2768.78
8703872054            07/08/2014  08/12/2014         644.39
8955365005            07/08/2014  08/12/2014        1219.08
0662927573            07/09/2014  08/13/2014        1202.09
1043295003            07/09/2014  08/13/2014           5.66
1312808247            07/09/2014  08/13/2014          32.71
2040619443            07/09/2014  08/13/2014        7959.70
2174476057            07/09/2014  08/13/2014         115.30
2225822507            07/09/2014  08/13/2014         611.58
2923347955            07/09/2014  08/13/2014         148.66
3103257501            07/09/2014  08/13/2014         403.83
3470617501            07/09/2014  08/13/2014         313.71
4802659823            07/09/2014  08/13/2014       15183.76
6070697393            07/09/2014  08/13/2014           8.47
6670610002            07/09/2014  08/13/2014          38.50
6855697501            07/09/2014  08/13/2014         465.11
7199264891            07/09/2014  08/13/2014         134.77
7236357500            07/09/2014  08/13/2014        3198.06
7320592509            07/09/2014  08/13/2014          50.64
7448178173            07/09/2014  08/13/2014         159.09
7835036513            07/09/2014  08/13/2014        1522.96
8515290008            07/09/2014  08/13/2014         638.19
8525402502            07/09/2014  08/13/2014         313.41
8954752245            07/09/2014  08/13/2014         112.00
8965342507            07/09/2014  08/13/2014         131.67
9091146192            07/09/2014  08/13/2014         177.72
9216886433            07/09/2014  08/13/2014          61.38
0014940001            07/10/2014  08/14/2014        1842.57
2990617504            07/10/2014  08/14/2014          42.87
4032400121            07/10/2014  08/14/2014         325.53
5863539630            07/10/2014  08/14/2014        1612.65
6265845005            07/10/2014  08/14/2014        1181.56
6904957500            07/10/2014  08/14/2014         207.28
7800570009            07/10/2014  08/14/2014         545.37
7852141840            07/10/2014  08/14/2014        3331.10
9304957500            07/10/2014  08/14/2014         613.13
0035425008            07/11/2014  08/15/2014          94.25
0045282506            07/11/2014  08/15/2014         127.91
0865355002            07/11/2014  08/15/2014         104.22
0875041303            07/11/2014  08/15/2014          30.98
0886617919            07/11/2014  08/15/2014          63.82
0899594022            07/11/2014  08/15/2014          36.38
0906461793            07/11/2014  08/15/2014         102.20
0917312621            07/11/2014  08/15/2014          49.18
0925594723            07/11/2014  08/15/2014          44.72
0939811717            07/11/2014  08/15/2014          50.35
0949361505            07/11/2014  08/15/2014          90.18
0957987662            07/11/2014  08/15/2014          68.28
0962345666            07/11/2014  08/15/2014          62.27
1030506974            07/11/2014  08/15/2014           6.42
2342127509            07/11/2014  08/15/2014         703.57
2942720000            07/11/2014  08/15/2014          42.39
3004480236            07/11/2014  08/15/2014          16.61
5606496759            07/11/2014  08/15/2014           5.66
5722222501            07/11/2014  08/15/2014         327.46
5737778562            07/11/2014  08/15/2014          52.68
6372590007            07/11/2014  08/15/2014          51.82
7902610000            07/11/2014  08/15/2014         842.06
7976345004            07/11/2014  08/15/2014        3117.94
8395777488            07/11/2014  08/15/2014         110.60
0104237722            07/14/2014  08/18/2014        1801.69
0853450005            07/14/2014  08/18/2014         529.56
1513230001            07/14/2014  08/18/2014         305.95
1606240008            07/14/2014  08/18/2014        7692.93
2596065009            07/14/2014  08/18/2014         201.07
3110640004            07/14/2014  08/18/2014         121.99
4926320674            07/14/2014  08/18/2014          98.86
8245865004            07/14/2014  08/18/2014        1495.10
8485977501            07/14/2014  08/18/2014         920.68
9271454192            07/14/2014  08/18/2014          89.35
9523688605            07/14/2014  08/18/2014         172.30

83 VA Dominion Invoices for a Total Invoice Amount of $138567.88

83 Total Alexandria Invoices for a Total Invoice Amount of $138567.88


Organization:   Total

83 Total Invoices for a Total Invoice Amount of $138567.88

