
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 01/08/2014

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1765582505            01/03/2014  02/07/2014         189.62
1863767503            01/03/2014  02/07/2014          48.92
1973380007            01/03/2014  02/07/2014         197.30
2073392504            01/03/2014  02/07/2014         145.81
2123460004            01/03/2014  02/07/2014          39.14
2154604132            01/03/2014  02/07/2014         277.30
3341907974            01/03/2014  02/07/2014          28.01
3355630009            01/03/2014  02/07/2014          18.24
3675982502            01/03/2014  02/07/2014          38.27
4626102505            01/03/2014  02/07/2014          85.92
4793367501            01/03/2014  02/07/2014         117.64
5033402503            01/03/2014  02/07/2014          23.09
5163527509            01/03/2014  02/07/2014          28.98
5316252500            01/03/2014  02/07/2014        7719.34
5341575008            01/03/2014  02/07/2014          42.44
5411705006            01/03/2014  02/07/2014         560.78
5431647501            01/03/2014  02/07/2014        1600.44
5498080240            01/03/2014  02/07/2014         152.18
5593500001            01/03/2014  02/07/2014          15.52
6124540409            01/03/2014  02/07/2014         210.15
6137557531            01/03/2014  02/07/2014          84.16
6433295000            01/03/2014  02/07/2014          46.51
6923515008            01/03/2014  02/07/2014          67.79
7005172502            01/03/2014  02/07/2014         196.03
7122056133            01/03/2014  02/07/2014           5.93
7241105886            01/03/2014  02/07/2014          28.28
8973730404            01/03/2014  02/07/2014         423.51
9562096736            01/03/2014  02/07/2014         145.03
9598044056            01/03/2014  02/07/2014           5.85
9901598657            01/03/2014  02/07/2014           6.13
9995390003            01/03/2014  02/07/2014          86.37
0823337506            01/06/2014  02/10/2014           6.53
0850668062            01/06/2014  02/10/2014           7.10
1011348529            01/06/2014  02/10/2014        1026.07
5246257504            01/06/2014  02/10/2014        2173.93
5321630005            01/06/2014  02/10/2014          61.70
5611957373            01/06/2014  02/10/2014           7.21
6533151400            01/06/2014  02/10/2014       11307.87
6611367506            01/06/2014  02/10/2014         297.46
6651850288            01/06/2014  02/10/2014           7.98
7152308461            01/06/2014  02/10/2014        2504.80
8371427504            01/06/2014  02/10/2014        1511.29
8381307506            01/06/2014  02/10/2014         840.73
9273322504            01/06/2014  02/10/2014         537.58
9596382508            01/06/2014  02/10/2014       14869.99

45 VA Dominion Invoices for a Total Invoice Amount of $47794.92

45 Total Alexandria Invoices for a Total Invoice Amount of $47794.92


Organization:   Total

45 Total Invoices for a Total Invoice Amount of $47794.92

