
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/19/2014

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0014940001            03/11/2014  04/15/2014         678.43
2990617504            03/11/2014  04/15/2014           5.66
4032400121            03/11/2014  04/15/2014         519.39
5863539630            03/11/2014  04/15/2014        1771.39
6265845005            03/11/2014  04/15/2014        1008.89
6904957500            03/11/2014  04/15/2014         234.41
7800570009            03/11/2014  04/15/2014          61.81
7852141840            03/11/2014  04/15/2014        3052.50
9304957500            03/11/2014  04/15/2014         159.98
0035425008            03/12/2014  04/16/2014          57.90
0045282506            03/12/2014  04/16/2014          55.98
0662927573            03/12/2014  04/16/2014        2586.01
0865355002            03/12/2014  04/16/2014         310.61
0875041303            03/12/2014  04/16/2014          39.28
0886617919            03/12/2014  04/16/2014          29.80
0899594022            03/12/2014  04/16/2014          17.58
0906461793            03/12/2014  04/16/2014          20.29
0917312621            03/12/2014  04/16/2014          34.74
0925594723            03/12/2014  04/16/2014          21.36
0939811717            03/12/2014  04/16/2014          31.65
0949361505            03/12/2014  04/16/2014          21.17
0957987662            03/12/2014  04/16/2014          17.87
0962345666            03/12/2014  04/16/2014          14.30
1030506974            03/12/2014  04/16/2014           6.54
2342127509            03/12/2014  04/16/2014         234.41
2942720000            03/12/2014  04/16/2014          17.48
3004480236            03/12/2014  04/16/2014          18.64
5606496759            03/12/2014  04/16/2014           5.66
5722222501            03/12/2014  04/16/2014           9.55
5737778562            03/12/2014  04/16/2014          79.72
6372590007            03/12/2014  04/16/2014         282.78
7902610000            03/12/2014  04/16/2014         484.29
7976345004            03/12/2014  04/16/2014        1705.69
8395777488            03/12/2014  04/16/2014        1152.59
0104237722            03/13/2014  04/17/2014        2622.19
0853450005            03/13/2014  04/17/2014         699.87
1513230001            03/13/2014  04/17/2014         382.81
1606240008            03/13/2014  04/17/2014        4523.37
2596065009            03/13/2014  04/17/2014          86.12
3110640004            03/13/2014  04/17/2014         517.46
4926320674            03/13/2014  04/17/2014        1115.82
8245865004            03/13/2014  04/17/2014        2866.56
8485977501            03/13/2014  04/17/2014         610.50
9271454192            03/13/2014  04/17/2014         164.63
9523688605            03/13/2014  04/17/2014         419.66
2870226384            03/14/2014  04/21/2014         118.10
0453732505            03/17/2014  04/21/2014         464.05
0513622506            03/17/2014  04/21/2014         225.31
0563127505            03/17/2014  04/21/2014         187.11
0839000486            03/17/2014  04/21/2014         130.79
1132834340            03/17/2014  04/21/2014         162.79
3535387504            03/17/2014  04/21/2014           5.66
4970932911            03/17/2014  04/21/2014         208.16
6276422505            03/17/2014  04/21/2014          36.95
6691573940            03/17/2014  04/21/2014        2744.71
6791993840            03/17/2014  04/21/2014           6.12
9333552504            03/17/2014  04/21/2014         174.51

57 VA Dominion Invoices for a Total Invoice Amount of $33221.60

57 Total Alexandria Invoices for a Total Invoice Amount of $33221.60


Organization:   Total

57 Total Invoices for a Total Invoice Amount of $33221.60

