
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 08/15/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
320000078370          07/25/2017  08/21/2017        1062.59
320000129553          07/27/2017  08/21/2017        3188.49
320000183295          07/25/2017  08/21/2017         197.23
320000198970          07/18/2017  08/21/2017         316.61
320000228207          07/20/2017  08/21/2017         234.84
320000233140          07/19/2017  08/21/2017         337.49
320000242760          07/24/2017  08/21/2017         142.31
320000275380          07/27/2017  08/21/2017         261.70
320000292823          07/21/2017  08/21/2017         258.86
320000293326          07/21/2017  08/21/2017         195.88
320000313850          07/28/2017  08/21/2017         601.93
320000326647          07/18/2017  08/21/2017        1030.80
320000360257          07/24/2017  08/21/2017         244.56
320000361412          07/24/2017  08/21/2017         178.67
320000382285          07/14/2017  08/21/2017        6268.48
320000444333          07/24/2017  08/21/2017        1528.38
320000444531          07/24/2017  08/21/2017         169.83
320000448532          07/25/2017  08/21/2017        2854.62
320000448664          07/25/2017  08/21/2017         161.03
320000464422          07/14/2017  08/21/2017       16640.34
320000467128          07/14/2017  08/21/2017       26580.97
320000467235          07/14/2017  08/21/2017         171.90
320000468449          07/24/2017  08/21/2017        1668.49
320000468522          07/24/2017  08/21/2017          97.94
320000473746          07/14/2017  08/21/2017        2186.77
320000475105          07/24/2017  08/21/2017         404.48
320000490658          07/24/2017  08/21/2017         190.84
320000490724          07/24/2017  08/21/2017         133.31
320000491664          07/24/2017  08/21/2017         287.34
320000492670          07/24/2017  08/21/2017         809.52
320000492761          07/24/2017  08/21/2017         579.75
320000493215          07/24/2017  08/21/2017         531.35
320000493322          07/21/2017  08/21/2017         -19.97
320000536799          07/19/2017  08/21/2017        1865.30
320000537177          07/19/2017  08/21/2017        1336.50
320000553463          07/24/2017  08/21/2017         453.65
320000603904          07/24/2017  08/21/2017         538.58
320000604928          07/24/2017  08/21/2017         593.96
320000609299          07/24/2017  08/21/2017          53.01
320000613820          07/24/2017  08/21/2017        2180.48
320000615965          07/25/2017  08/21/2017         644.78
320000630105          07/25/2017  08/21/2017         317.90
320000725194          07/20/2017  08/21/2017         809.96
320000725582          07/20/2017  08/21/2017         222.92
320001077090          07/28/2017  08/21/2017         149.84
320001077405          07/28/2017  08/21/2017         166.32
320001096777          07/31/2017  08/21/2017         402.38
320001315409          08/01/2017  08/21/2017         306.43
320001319567          08/01/2017  08/21/2017         249.16
320001347832          07/31/2017  08/21/2017        1748.68
320001348178          07/31/2017  08/21/2017          86.97
320001440991          07/26/2017  08/21/2017         247.98
320001522046          07/26/2017  08/21/2017         272.05
320002624841          07/21/2017  08/21/2017         585.32
320002721902          07/27/2017  08/21/2017        3677.19
320002878421          07/31/2017  08/21/2017         169.74
320003037589          07/18/2017  08/21/2017         122.36
320003137249          07/26/2017  08/21/2017         421.99
320003276104          07/31/2017  08/21/2017         802.30

59 Wash Gas Invoices for a Total Invoice Amount of $87968.60

59 Total Alexandria Invoices for a Total Invoice Amount of $87968.60


Organization:   Total

59 Total Invoices for a Total Invoice Amount of $87968.60


Process Date: 08/16/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0442731477            08/08/2017  09/12/2017         137.72
0662927573            08/08/2017  09/12/2017        7333.62
0979288487            08/08/2017  09/12/2017         119.20
1043295003            08/08/2017  09/12/2017          73.40
1312808247            08/08/2017  09/12/2017         117.67
2040619443            08/08/2017  09/12/2017       16415.84
2174476057            08/08/2017  09/12/2017         151.38
2225822507            08/08/2017  09/12/2017         766.22
2371115839            08/08/2017  09/12/2017         140.77
2923347955            08/08/2017  09/12/2017         261.92
3092500747            08/08/2017  09/12/2017         142.90
3103257501            08/08/2017  09/12/2017         768.04
3104883701            08/08/2017  09/12/2017       10964.99
3470617501            08/08/2017  09/12/2017         650.17
4802659823            08/08/2017  09/12/2017       29306.52
5680981221            08/08/2017  09/12/2017          34.11
6070697393            08/08/2017  09/12/2017          19.97
6318036420            08/08/2017  09/12/2017          79.53
6670610002            08/08/2017  09/12/2017          99.10
6855697501            08/08/2017  09/12/2017         963.40
7199264891            08/08/2017  09/12/2017         146.80
7236357500            08/08/2017  09/12/2017        7606.28
7320592509            08/08/2017  09/12/2017         103.91
7448178173            08/08/2017  09/12/2017         328.27
7835036513            08/08/2017  09/12/2017        3282.05
8659213329            08/08/2017  09/12/2017          79.30
8954752245            08/08/2017  09/12/2017         103.37
8965342507            08/08/2017  09/12/2017         482.47
9091146192            08/08/2017  09/12/2017         421.79
9216886433            08/08/2017  09/12/2017         182.26
9628787443            08/08/2017  09/12/2017          77.90
0014940001            08/09/2017  09/13/2017        1951.43
2990617504            08/09/2017  09/13/2017          13.18
4032400121            08/09/2017  09/13/2017         915.88
5863539630            08/09/2017  09/13/2017        4969.21
6265845005            08/09/2017  09/13/2017        2496.33
6904957500            08/09/2017  09/13/2017         408.17
7800570009            08/09/2017  09/13/2017         817.50
7852141840            08/09/2017  09/13/2017        5767.09
9304957500            08/09/2017  09/13/2017        1070.53
0035425008            08/10/2017  09/14/2017         202.05
0045282506            08/10/2017  09/14/2017         254.38
0865355002            08/10/2017  09/14/2017         169.15
0875041303            08/10/2017  09/14/2017          36.51
0886617919            08/10/2017  09/14/2017         106.33
0899594022            08/10/2017  09/14/2017         101.96
0906461793            08/10/2017  09/14/2017         173.25
0917312621            08/10/2017  09/14/2017         126.52
0925594723            08/10/2017  09/14/2017         192.49
