
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 10/11/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
5246257504            10/03/2017  11/07/2017        -241.63
6533151400            10/03/2017  11/07/2017        1189.54
6611367506            10/03/2017  11/07/2017           4.23
7152308461            10/03/2017  11/07/2017         975.80
8371427504            10/03/2017  11/07/2017         119.00
8381307506            10/03/2017  11/07/2017          23.78
9273322504            10/03/2017  11/07/2017         103.61
9596382508            10/03/2017  11/07/2017        1828.89
0215490004            10/04/2017  11/08/2017          26.51
0851910000            10/04/2017  11/08/2017        -425.73
1704970001            10/04/2017  11/08/2017         -82.70
2186032500            10/04/2017  11/08/2017         306.04
2752013074            10/04/2017  11/08/2017          -2.06
2959751336            10/04/2017  11/08/2017          -0.37
3033837505            10/04/2017  11/08/2017          37.56
3419594464            10/04/2017  11/08/2017         582.21
3870683699            10/04/2017  11/08/2017          20.67
4676162508            10/04/2017  11/08/2017         308.51
5265675008            10/04/2017  11/08/2017         -20.66
5837025922            10/04/2017  11/08/2017          -7.90
6395925008            10/04/2017  11/08/2017          80.79
6604225000            10/04/2017  11/08/2017          -2.26
7568833136            10/04/2017  11/08/2017          -0.33
8486060000            10/04/2017  11/08/2017          25.13
8555470007            10/04/2017  11/08/2017          24.01
9006000005            10/04/2017  11/08/2017         160.39
9026057506            10/04/2017  11/08/2017           0.21
9423383257            10/04/2017  11/08/2017          -1.62
9581789907            10/04/2017  11/08/2017           0.12
0313545006            10/05/2017  11/09/2017          80.41
1122287962            10/05/2017  11/09/2017          10.13
1156320002            10/05/2017  11/09/2017          13.68
1545407502            10/05/2017  11/09/2017         -27.36
1856265002            10/05/2017  11/09/2017        -624.57
4006384632            10/05/2017  11/09/2017         -28.54
6414967502            10/05/2017  11/09/2017           0.19
6626365008            10/05/2017  11/09/2017         743.13
7146330001            10/05/2017  11/09/2017        -227.82
7352631019            10/05/2017  11/09/2017        -128.71
8703872054            10/05/2017  11/09/2017         605.03
8955365005            10/05/2017  11/09/2017         -18.27
0442731477            10/06/2017  11/13/2017          72.78
0662927573            10/06/2017  11/13/2017        2776.18
0979288487            10/06/2017  11/13/2017          -4.05
1043295003            10/06/2017  11/13/2017         -31.07
1312808247            10/06/2017  11/13/2017          -4.66
2040619443            10/06/2017  11/13/2017        7735.70
2174476057            10/06/2017  11/13/2017         -34.22
2225822507            10/06/2017  11/13/2017         273.23
2371115839            10/06/2017  11/13/2017         -18.14
2923347955            10/06/2017  11/13/2017         -34.69
3092500747            10/06/2017  11/13/2017           2.14
3103257501            10/06/2017  11/13/2017          72.23
3104883701            10/06/2017  11/13/2017        4710.03
3470617501            10/06/2017  11/13/2017         -85.31
4452642962            10/06/2017  11/13/2017         477.90
4696475005            10/06/2017  11/13/2017        2630.31
4802659823            10/06/2017  11/13/2017       13996.16
5680981221            10/06/2017  11/13/2017          -0.88
6070697393            10/06/2017  11/13/2017          24.99
6318036420            10/06/2017  11/13/2017           0.17
6670610002            10/06/2017  11/13/2017         -96.63
6855697501            10/06/2017  11/13/2017          16.99
7199264891            10/06/2017  11/13/2017         -72.49
7236357500            10/06/2017  11/13/2017        3284.13
7320592509            10/06/2017  11/13/2017          -3.26
7448178173            10/06/2017  11/13/2017           2.27
7835036513            10/06/2017  11/13/2017        1592.38
8118282899            10/06/2017  11/13/2017           7.60
8659213329            10/06/2017  11/13/2017          -3.60
8954752245            10/06/2017  11/13/2017         -17.11
8965342507            10/06/2017  11/13/2017         -87.21
9091146192            10/06/2017  11/13/2017           0.50
9216886433            10/06/2017  11/13/2017          11.05
9628787443            10/06/2017  11/13/2017          -0.04
0014940001            10/09/2017  11/13/2017        1069.06
2990617504            10/09/2017  11/13/2017          73.99
4032400121            10/09/2017  11/13/2017         742.85
5863539630            10/09/2017  11/13/2017        2435.61
6265845005            10/09/2017  11/13/2017        1075.07
6904957500            10/09/2017  11/13/2017         203.20
7800570009            10/09/2017  11/13/2017         353.28
7852141840            10/09/2017  11/13/2017        2421.18

83 VA Dominion Invoices for a Total Invoice Amount of $50996.66

83 Total Alexandria Invoices for a Total Invoice Amount of $50996.66


Organization:   Total

83 Total Invoices for a Total Invoice Amount of $50996.66

