
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/07/2018

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1897664189            02/27/2018  04/03/2018        1343.47
2096325002            02/27/2018  04/03/2018        7527.32
2106427509            02/27/2018  04/03/2018        5856.48
2116335007            02/27/2018  04/03/2018        2592.83
0823337506            03/02/2018  04/06/2018          13.03
0850668062            03/02/2018  04/06/2018           8.10
1118501327            03/02/2018  04/06/2018          30.80
1301306682            03/02/2018  04/06/2018          20.12
1765582505            03/02/2018  04/06/2018         120.57
1863767503            03/02/2018  04/06/2018          48.69
1934161330            03/02/2018  04/06/2018           8.79
1973380007            03/02/2018  04/06/2018         220.61
2073392504            03/02/2018  04/06/2018         122.37
2123460004            03/02/2018  04/06/2018          41.35
2154604132            03/02/2018  04/06/2018         258.15
2464858170            03/02/2018  04/06/2018          20.55
3249452008            03/02/2018  04/06/2018         130.42
3341907974            03/02/2018  04/06/2018          30.71
3355630009            03/02/2018  04/06/2018          18.35
3675982502            03/02/2018  04/06/2018          51.69
4287681979            03/02/2018  04/06/2018          18.85
4626102505            03/02/2018  04/06/2018          62.84
4793367501            03/02/2018  04/06/2018         102.78
5033402503            03/02/2018  04/06/2018           6.59
5316252500            03/02/2018  04/06/2018        8081.48
5321630005            03/02/2018  04/06/2018         143.17
5411705006            03/02/2018  04/06/2018         347.65
5431647501            03/02/2018  04/06/2018        2205.78
5593500001            03/02/2018  04/06/2018          14.22
5611957373            03/02/2018  04/06/2018           9.68
5781917504            03/02/2018  04/06/2018           6.59
6124540409            03/02/2018  04/06/2018         232.44
6137557531            03/02/2018  04/06/2018         150.00
6167465670            03/02/2018  04/06/2018          38.31
6433295000            03/02/2018  04/06/2018          36.21
6651850288            03/02/2018  04/06/2018          14.31
6923515008            03/02/2018  04/06/2018          69.26
7005172502            03/02/2018  04/06/2018         209.16
7122056133            03/02/2018  04/06/2018           6.88
7996733445            03/02/2018  04/06/2018          25.07
8702071724            03/02/2018  04/06/2018         235.87
8973730404            03/02/2018  04/06/2018         329.90
9116039182            03/02/2018  04/06/2018          34.22
9598044056            03/02/2018  04/06/2018           6.88
9901598657            03/02/2018  04/06/2018           7.27
9995390003            03/02/2018  04/06/2018          66.76
5246257504            03/05/2018  04/09/2018        2119.18
5348784637            03/05/2018  04/09/2018          55.19
6533151400            03/05/2018  04/09/2018       10637.08
6611367506            03/05/2018  04/09/2018         224.72
7152308461            03/05/2018  04/09/2018        2864.01
8371427504            03/05/2018  04/09/2018        1501.73
8381307506            03/05/2018  04/09/2018         789.42
9273322504            03/05/2018  04/09/2018         532.05
9596382508            03/05/2018  04/09/2018       11697.01

55 VA Dominion Invoices for a Total Invoice Amount of $61346.96

55 Total Alexandria Invoices for a Total Invoice Amount of $61346.96


Organization:   Total

55 Total Invoices for a Total Invoice Amount of $61346.96

