
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 08/17/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0014940001            08/09/2016  09/13/2016        1974.49
2990617504            08/09/2016  09/13/2016           6.59
4032400121            08/09/2016  09/13/2016         425.91
5863539630            08/09/2016  09/13/2016        2944.41
6265845005            08/09/2016  09/13/2016        1281.22
6904957500            08/09/2016  09/13/2016         208.35
7800570009            08/09/2016  09/13/2016         500.32
7852141840            08/09/2016  09/13/2016        3023.35
9304957500            08/09/2016  09/13/2016         318.91
0035425008            08/10/2016  09/14/2016         122.98
0045282506            08/10/2016  09/14/2016         154.26
0865355002            08/10/2016  09/14/2016          82.25
0875041303            08/10/2016  09/14/2016          38.65
0886617919            08/10/2016  09/14/2016          43.48
0899594022            08/10/2016  09/14/2016          44.28
0906461793            08/10/2016  09/14/2016          79.87
0917312621            08/10/2016  09/14/2016          59.21
0925594723            08/10/2016  09/14/2016          43.27
0939811717            08/10/2016  09/14/2016          40.61
0949361505            08/10/2016  09/14/2016          63.26
0957987662            08/10/2016  09/14/2016          70.28
0962345666            08/10/2016  09/14/2016          97.29
1030506974            08/10/2016  09/14/2016          50.11
1338347873            08/10/2016  09/14/2016          47.53
2278126202            08/10/2016  09/14/2016          47.63
2342127509            08/10/2016  09/14/2016         354.70
2596065009            08/10/2016  09/14/2016         277.30
3004480236            08/10/2016  09/14/2016          11.62
4543627956            08/10/2016  09/14/2016           8.87
5606496759            08/10/2016  09/14/2016           6.59
5722222501            08/10/2016  09/14/2016          12.53
5737778562            08/10/2016  09/14/2016         238.61
6372590007            08/10/2016  09/14/2016          99.95
6555515433            08/10/2016  09/14/2016          21.42
7902610000            08/10/2016  09/14/2016         140.58
7976345004            08/10/2016  09/14/2016        3494.69
8395777488            08/10/2016  09/14/2016         124.44
8781417566            08/10/2016  09/14/2016         749.97
9864369971            08/10/2016  09/14/2016          29.45
0104237722            08/11/2016  09/15/2016        1800.12
0853450005            08/11/2016  09/15/2016         465.28
1174428589            08/11/2016  09/05/2016        6078.82
1513230001            08/11/2016  09/15/2016          80.37
1606240008            08/11/2016  09/15/2016        6951.17
3110640004            08/11/2016  09/15/2016          93.62
4926320674            08/11/2016  09/15/2016          68.60
8245865004            08/11/2016  09/15/2016        1801.90
8485977501            08/11/2016  09/15/2016        1051.19
9271454192            08/11/2016  09/15/2016          81.77
9523688605            08/11/2016  09/15/2016         126.02
2547693222            08/12/2016  09/16/2016          31.71
2870226384            08/12/2016  09/16/2016         127.23
0453732505            08/15/2016  09/19/2016         968.40
0513622506            08/15/2016  09/19/2016          63.15
0563127505            08/15/2016  09/19/2016         141.79
0839000486            08/15/2016  09/19/2016         126.26
1132834340            08/15/2016  09/19/2016         148.40
3535387504            08/15/2016  09/19/2016           7.68
4012525491            08/15/2016  09/19/2016          41.40
4602325955            08/15/2016  09/19/2016          16.22
4970932911            08/15/2016  09/19/2016         221.09
6276422505            08/15/2016  09/19/2016          38.00
6691573940            08/15/2016  09/19/2016        9973.34
6791993840            08/15/2016  09/19/2016           7.08
6998249855            08/15/2016  09/19/2016          40.51
7975467809            08/15/2016  09/19/2016          35.08
8044091489            08/15/2016  09/19/2016          24.71
9333552504            08/15/2016  09/19/2016         291.11

68 VA Dominion Invoices for a Total Invoice Amount of $48241.25

68 Total Alexandria Invoices for a Total Invoice Amount of $48241.25


Organization:   Total

68 Total Invoices for a Total Invoice Amount of $48241.25

