
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 12/06/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1897664189            11/29/2017  01/03/2018        1342.57
2096325002            11/29/2017  01/03/2018        7516.78
2106427509            11/29/2017  01/03/2018        5848.31
2116335007            11/29/2017  01/03/2018        2589.35
0823337506            12/04/2017  01/08/2018           8.90
0850668062            12/04/2017  01/08/2018          19.73
1118501327            12/04/2017  01/08/2018          33.17
1301306682            12/04/2017  01/08/2018          21.46
1765582505            12/04/2017  01/08/2018         119.27
1863767503            12/04/2017  01/08/2018          43.22
1934161330            12/04/2017  01/08/2018           8.90
1973380007            12/04/2017  01/08/2018         225.79
2073392504            12/04/2017  01/08/2018         145.84
2123460004            12/04/2017  01/08/2018          47.11
2154604132            12/04/2017  01/08/2018         290.66
2464858170            12/04/2017  01/08/2018          22.02
3249452008            12/04/2017  01/08/2018          70.08
3341907974            12/04/2017  01/08/2018          40.79
3355630009            12/04/2017  01/08/2018          19.83
3675982502            12/04/2017  01/08/2018          22.75
4287681979            12/04/2017  01/08/2018          20.01
4626102505            12/04/2017  01/08/2018          70.18
4793367501            12/04/2017  01/08/2018         109.72
5033402503            12/04/2017  01/08/2018           6.59
5316252500            12/04/2017  01/08/2018        8968.89
5321630005            12/04/2017  01/08/2018          45.10
5348784637            12/04/2017  01/08/2018          47.11
5411705006            12/04/2017  01/08/2018         301.06
5431647501            12/04/2017  01/08/2018        1692.19
5593500001            12/04/2017  01/08/2018          14.92
5611957373            12/04/2017  01/08/2018           9.41
5781917504            12/04/2017  01/08/2018           6.59
6124540409            12/04/2017  01/08/2018         199.69
6137557531            12/04/2017  01/08/2018         122.43
6167465670            12/04/2017  01/08/2018          48.82
6433295000            12/04/2017  01/08/2018           8.39
6651850288            12/04/2017  01/08/2018          41.40
6923515008            12/04/2017  01/08/2018          62.55
7005172502            12/04/2017  01/08/2018         207.21
7122056133            12/04/2017  01/08/2018           6.99
7996733445            12/04/2017  01/08/2018          26.82
8702071724            12/04/2017  01/08/2018         274.51
8973730404            12/04/2017  01/08/2018         245.58
9116039182            12/04/2017  01/08/2018          36.70
9598044056            12/04/2017  01/08/2018           6.88
9901598657            12/04/2017  01/08/2018           7.38
9995390003            12/04/2017  01/08/2018          77.80

47 VA Dominion Invoices for a Total Invoice Amount of $31101.45

47 Total Alexandria Invoices for a Total Invoice Amount of $31101.45


Organization:   Total

47 Total Invoices for a Total Invoice Amount of $31101.45

