
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/18/2020

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
2998957472            03/10/2020  04/14/2020           6.69
4032400121            03/10/2020  04/14/2020         431.30
5680981221            03/10/2020  04/14/2020          16.81
5863539630            03/10/2020  04/14/2020        2895.69
6265845005            03/10/2020  04/14/2020         879.15
6904957500            03/10/2020  04/14/2020         190.69
7800570009            03/10/2020  04/14/2020          66.85
7852141840            03/10/2020  04/14/2020        1849.71
8118282899            03/10/2020  04/14/2020           7.41
0668286057            03/11/2020  04/15/2020         157.12
0865355002            03/11/2020  04/15/2020         221.87
0899594022            03/11/2020  04/15/2020          45.90
0906461793            03/11/2020  04/15/2020          15.91
0917312621            03/11/2020  04/15/2020          28.67
0925594723            03/11/2020  04/15/2020          22.80
0939811717            03/11/2020  04/15/2020          66.96
0949361505            03/11/2020  04/15/2020          24.04
0957987662            03/11/2020  04/15/2020          18.24
0962345666            03/11/2020  04/15/2020          12.76
1338347873            03/11/2020  04/15/2020          45.41
1847312228            03/11/2020  04/15/2020         202.63
1951810769            03/11/2020  04/15/2020         154.72
2278126202            03/11/2020  04/15/2020          46.24
2342127509            03/11/2020  04/15/2020         232.56
2596065009            03/11/2020  04/15/2020         107.24
3004480236            03/11/2020  04/15/2020          22.28
4543627956            03/11/2020  04/15/2020           9.01
4914616190            03/11/2020  04/15/2020          11.40
5606496759            03/11/2020  04/15/2020           6.59
5722222501            03/11/2020  04/15/2020          67.28
5737778562            03/11/2020  04/15/2020         153.04
6372590007            03/11/2020  04/15/2020          51.16
7214212743            03/11/2020  04/15/2020           9.30
7900412268            03/11/2020  04/15/2020         224.69
7976345004            03/11/2020  04/15/2020        1454.36
8395777488            03/11/2020  04/15/2020         659.10
8781417566            03/11/2020  04/15/2020         791.71
9864369971            03/11/2020  04/15/2020          36.64
0104237722            03/12/2020  04/16/2020        2260.24
0457904522            03/12/2020  04/16/2020         533.82
0853450005            03/12/2020  04/16/2020         490.72
0875041303            03/12/2020  04/16/2020          17.78
0886617919            03/12/2020  04/16/2020          20.20
0943037010            03/12/2020  04/16/2020          13.17
1030506974            03/12/2020  04/16/2020           9.01
1513230001            03/12/2020  04/16/2020          74.49
1606240008            03/12/2020  04/16/2020        6953.62
2532394059            03/12/2020  04/16/2020         103.18
3110640004            03/12/2020  04/16/2020         525.46
4926320674            03/12/2020  04/16/2020         784.90
5413067249            03/12/2020  04/16/2020         224.18
6555515433            03/12/2020  04/16/2020          20.25
8245865004            03/12/2020  04/16/2020        2563.13
8485977501            03/12/2020  04/16/2020         747.84
9163056071            03/12/2020  04/16/2020           7.54
9271454192            03/12/2020  04/16/2020         663.55
9523688605            03/12/2020  04/16/2020         909.40
9936644005            03/12/2020  04/16/2020          12.76
2547693222            03/13/2020  04/17/2020          20.07
2870226384            03/13/2020  04/17/2020         134.21
6680060370            03/13/2020  04/17/2020          14.08
0513622506            03/16/2020  04/20/2020         124.28
0563127505            03/16/2020  04/20/2020         127.84
0839000486            03/16/2020  04/20/2020         181.91
1132834340            03/16/2020  04/20/2020         134.64
3535387504            03/16/2020  04/20/2020          38.69
4012525491            03/16/2020  04/20/2020          50.20
4602325955            03/16/2020  04/20/2020          16.01
6276422505            03/16/2020  04/20/2020          40.05
6691573940            03/16/2020  04/20/2020        8571.28
6791993840            03/16/2020  04/20/2020           6.59
6998249855            03/16/2020  04/20/2020          43.60
7975467809            03/16/2020  04/20/2020          35.47
8044091489            03/16/2020  04/20/2020          35.77

74 VA Dominion Invoices for a Total Invoice Amount of $37753.86

74 Total Alexandria Invoices for a Total Invoice Amount of $37753.86


Organization:   Total

74 Total Invoices for a Total Invoice Amount of $37753.86

