
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 01/20/2010

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0035425008            01/12/2010  02/16/2010          73.59
0045282506            01/12/2010  02/16/2010          43.27
0865355002            01/12/2010  02/16/2010         282.97
0875041303            01/12/2010  02/16/2010          18.89
0886617919            01/12/2010  02/16/2010          29.42
0899594022            01/12/2010  02/16/2010          19.29
0906461793            01/12/2010  02/16/2010          17.22
0917312621            01/12/2010  02/16/2010          31.89
0925594723            01/12/2010  02/16/2010          25.60
0939811717            01/12/2010  02/16/2010          20.74
0949361505            01/12/2010  02/16/2010          20.82
0957987662            01/12/2010  02/16/2010          25.76
0962345666            01/12/2010  02/16/2010          37.96
1030506974            01/12/2010  02/16/2010          35.81
2596065009            01/12/2010  02/16/2010         134.97
2942720000            01/12/2010  02/16/2010          96.26
3004480236            01/12/2010  02/16/2010          18.99
5722222501            01/12/2010  02/16/2010           5.50
5737778562            01/12/2010  02/16/2010         134.30
6372590007            01/12/2010  02/16/2010         184.91
7800570009            01/12/2010  02/16/2010          20.84
7902610000            01/12/2010  02/16/2010         536.78
7976345004            01/12/2010  02/16/2010        2332.62
8395777488            01/12/2010  02/16/2010         845.96
0104237722            01/13/2010  02/17/2010        2350.56
0853450005            01/13/2010  02/17/2010         567.68
1513230001            01/13/2010  02/17/2010         397.41
1606240008            01/13/2010  02/17/2010        5080.61
2342127509            01/13/2010  02/17/2010         389.91
3110640004            01/13/2010  02/17/2010         273.40
6615730006            01/13/2010  02/17/2010         407.00
6655640008            01/13/2010  02/17/2010           5.50
8245865004            01/13/2010  02/17/2010        2818.45
8485977501            01/13/2010  02/17/2010         504.78
9523688605            01/13/2010  02/17/2010         220.92
0453732505            01/15/2010  02/19/2010         448.47
0513622506            01/15/2010  02/19/2010         263.88
0839000486            01/15/2010  02/19/2010         273.43
1132834340            01/15/2010  02/19/2010         170.15
3535387504            01/15/2010  02/19/2010           5.50
4970932911            01/15/2010  02/19/2010         122.69
6276422505            01/15/2010  02/19/2010          30.62
6691573940            01/15/2010  02/19/2010        6339.24
6791993840            01/15/2010  02/19/2010           5.50
9333552504            01/15/2010  02/19/2010         173.49

45 VA Dominion Invoices for a Total Invoice Amount of $25843.55

45 Total Alexandria Invoices for a Total Invoice Amount of $25843.55

Organization:   Total

45 Total Invoices for a Total Invoice Amount of $25843.55

