
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/18/2018

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0014940001            07/10/2018  08/14/2018        1738.95
2990617504            07/10/2018  08/14/2018           6.59
4032400121            07/10/2018  08/14/2018         470.37
5863539630            07/10/2018  08/14/2018        2756.54
6265845005            07/10/2018  08/14/2018        1322.42
6904957500            07/10/2018  08/14/2018         230.34
7800570009            07/10/2018  08/14/2018         690.10
7852141840            07/10/2018  08/14/2018        2938.86
0035425008            07/11/2018  08/15/2018          23.91
0045282506            07/11/2018  08/15/2018          13.52
0668286057            07/11/2018  08/15/2018          65.27
0865355002            07/11/2018  08/15/2018          92.04
0875041303            07/11/2018  08/15/2018          29.60
0886617919            07/11/2018  08/15/2018          45.57
0899594022            07/11/2018  08/15/2018          55.58
0906461793            07/11/2018  08/15/2018          91.26
0917312621            07/11/2018  08/15/2018          54.47
0925594723            07/11/2018  08/15/2018          14.36
0939811717            07/11/2018  08/15/2018          59.35
0949361505            07/11/2018  08/15/2018          65.49
0957987662            07/11/2018  08/15/2018          58.44
0962345666            07/11/2018  08/15/2018         112.53
1030506974            07/11/2018  08/15/2018          29.11
1338347873            07/11/2018  08/15/2018          52.33
1847312228            07/11/2018  08/15/2018          43.34
1951810769            07/11/2018  08/15/2018         117.30
2278126202            07/11/2018  08/15/2018          51.63
2342127509            07/11/2018  08/15/2018         701.22
2596065009            07/11/2018  08/15/2018         179.24
3004480236            07/11/2018  08/15/2018          21.36
4543627956            07/11/2018  08/15/2018           8.94
4914616190            07/11/2018  08/15/2018          16.26
5606496759            07/11/2018  08/15/2018           6.59
5722222501            07/11/2018  08/15/2018          73.83
5737778562            07/11/2018  08/15/2018         216.62
6372590007            07/11/2018  08/15/2018          78.81
6555515433            07/11/2018  08/15/2018          21.72
7900412268            07/11/2018  08/02/2018         984.39
7976345004            07/11/2018  08/15/2018        3322.72
8395777488            07/11/2018  08/15/2018         118.21
8781417566            07/11/2018  08/15/2018         771.37
9163056071            07/11/2018  08/15/2018           7.39
9864369971            07/11/2018  08/15/2018          35.83
0104237722            07/12/2018  08/16/2018        1794.78
0457904522            07/12/2018  08/16/2018         292.47
0853450005            07/12/2018  08/16/2018         403.55
1513230001            07/12/2018  08/16/2018          89.29
1606240008            07/12/2018  08/16/2018        9353.12
2532394059            07/12/2018  08/16/2018          78.91
3110640004            07/12/2018  08/16/2018         104.60
4926320674            07/12/2018  08/16/2018         101.66
5413067249            07/12/2018  08/16/2018         284.34
8245865004            07/12/2018  08/16/2018        1806.47
8485977501            07/12/2018  08/16/2018         888.76
9271454192            07/12/2018  08/16/2018         155.66
9523688605            07/12/2018  08/16/2018         142.19
2547693222            07/13/2018  08/17/2018          14.68
2870226384            07/13/2018  08/17/2018          84.33
6680060370            07/13/2018  08/17/2018           6.59
0453732505            07/16/2018  08/20/2018         960.29
0513622506            07/16/2018  08/20/2018          65.35
0563127505            07/16/2018  08/20/2018         191.83
0839000486            07/16/2018  08/20/2018          80.59
1132834340            07/16/2018  08/20/2018         131.92
3535387504            07/16/2018  08/20/2018           7.79
4012525491            07/16/2018  08/20/2018          42.74
4602325955            07/16/2018  08/20/2018          16.88
6276422505            07/16/2018  08/20/2018          39.26
6691573940            07/16/2018  08/20/2018       10251.12
6791993840            07/16/2018  08/20/2018           6.59
6998249855            07/16/2018  08/20/2018          43.45
7975467809            07/16/2018  08/20/2018          37.22
8044091489            07/16/2018  08/20/2018          26.54
9333552504            07/16/2018  08/20/2018         318.10

74 VA Dominion Invoices for a Total Invoice Amount of $45614.84

74 Total Alexandria Invoices for a Total Invoice Amount of $45614.84


Organization:   Total

74 Total Invoices for a Total Invoice Amount of $45614.84

