
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 04/05/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
2096325002            03/29/2017  05/03/2017        7377.38
2106427509            03/29/2017  05/03/2017        5739.99
2116335007            03/29/2017  05/03/2017        2542.68
1174428589            03/30/2017  04/24/2017        3080.61
1897664189            03/29/2017  05/03/2017       23456.93
0823337506            04/03/2017  05/08/2017          12.12
0850668062            04/03/2017  05/08/2017           7.99
1118501327            04/03/2017  05/08/2017          30.09
1301306682            04/03/2017  05/08/2017          19.19
1765582505            04/03/2017  05/08/2017         107.20
1863767503            04/03/2017  05/08/2017          45.89
1934161330            04/03/2017  05/08/2017           8.87
1973380007            04/03/2017  05/08/2017         125.57
2073392504            04/03/2017  05/08/2017         109.58
2123460004            04/03/2017  05/08/2017          38.49
2154604132            04/03/2017  05/08/2017         221.81
2464858170            04/03/2017  05/08/2017          20.25
3249452008            04/03/2017  05/08/2017         117.08
3341907974            04/03/2017  05/08/2017          16.85
3355630009            04/03/2017  05/08/2017          16.94
3675982502            04/03/2017  05/08/2017          32.54
4287681979            04/03/2017  05/08/2017          18.62
4626102505            04/03/2017  05/08/2017          66.31
4793367501            04/03/2017  05/08/2017          86.56
5033402503            04/03/2017  05/08/2017           6.59
5316252500            04/03/2017  05/08/2017        8027.25
5321630005            04/03/2017  05/08/2017          84.89
5411705006            04/03/2017  05/08/2017         315.73
5431647501            04/03/2017  05/08/2017        1656.81
5593500001            04/03/2017  05/08/2017          14.49
5611957373            04/03/2017  05/08/2017           9.25
5781917504            04/03/2017  05/08/2017           6.59
6124540409            04/03/2017  05/08/2017         131.60
6137557531            04/03/2017  05/08/2017         211.38
6167465670            04/03/2017  05/08/2017          30.49
6433295000            04/03/2017  05/08/2017          27.22
6651850288            04/03/2017  05/08/2017          85.38
6923515008            04/03/2017  05/08/2017          57.05
7005172502            04/03/2017  05/08/2017         170.11
7122056133            04/03/2017  05/08/2017           6.89
7996733445            04/03/2017  05/08/2017          24.86
8702071724            04/03/2017  05/08/2017         236.77
8973730404            04/03/2017  05/08/2017         353.31
9116039182            04/03/2017  05/08/2017          33.23
9598044056            04/03/2017  05/08/2017           6.79
9901598657            04/03/2017  05/08/2017           6.98
9995390003            04/03/2017  05/08/2017         100.81

47 VA Dominion Invoices for a Total Invoice Amount of $54904.01

47 Total Alexandria Invoices for a Total Invoice Amount of $54904.01


Organization:   Total

47 Total Invoices for a Total Invoice Amount of $54904.01

