
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 02/15/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0313545006            02/07/2017  03/14/2017         122.79
1122287962            02/07/2017  03/14/2017         294.72
1156320002            02/07/2017  03/14/2017        3380.12
1545407502            02/07/2017  03/14/2017         191.07
1856265002            02/07/2017  03/14/2017        3555.13
4006384632            02/07/2017  03/14/2017          55.79
4452642962            02/07/2017  03/14/2017       18898.86
4696475005            02/07/2017  03/14/2017       21680.58
6414967502            02/07/2017  03/14/2017          25.48
6626365008            02/07/2017  03/14/2017        8416.68
7146330001            02/07/2017  03/14/2017        3126.49
7352631019            02/07/2017  03/14/2017        3215.07
8703872054            02/07/2017  03/14/2017         993.49
8955365005            02/07/2017  03/14/2017         681.22
0442731477            02/08/2017  03/15/2017          82.13
0662927573            02/08/2017  03/15/2017        1940.94
0979288487            02/08/2017  03/15/2017          64.13
1043295003            02/08/2017  03/15/2017          70.97
1312808247            02/08/2017  03/15/2017          59.91
2040619443            02/08/2017  03/15/2017        7475.55
2174476057            02/08/2017  03/15/2017         244.55
2225822507            02/08/2017  03/15/2017         237.93
2371115839            02/08/2017  03/15/2017          79.67
2923347955            02/08/2017  03/15/2017         288.00
3092500747            02/08/2017  03/15/2017         113.83
3103257501            02/08/2017  03/15/2017         280.99
3104883701            02/08/2017  03/15/2017        4574.07
3470617501            02/08/2017  03/15/2017         273.20
4802659823            02/08/2017  03/15/2017       13679.49
5680981221            02/08/2017  03/15/2017          16.85
6070697393            02/08/2017  03/15/2017          13.51
6318036420            02/08/2017  03/15/2017          41.74
6670610002            02/08/2017  03/15/2017         496.62
6855697501            02/08/2017  03/15/2017         279.40
7199264891            02/08/2017  03/15/2017         226.79
7236357500            02/08/2017  03/15/2017        3389.51
7320592509            02/08/2017  03/15/2017          52.30
7448178173            02/08/2017  03/15/2017         184.72
7835036513            02/08/2017  03/15/2017        1744.65
8659213329            02/08/2017  03/15/2017          45.31
8954752245            02/08/2017  03/15/2017          77.20
8965342507            02/08/2017  03/15/2017          14.49
9091146192            02/08/2017  03/15/2017         325.42
9216886433            02/08/2017  03/15/2017          55.58
9628787443            02/08/2017  03/15/2017          40.40
0014940001            02/09/2017  03/16/2017         664.53
2990617504            02/09/2017  03/16/2017           6.59
4032400121            02/09/2017  03/16/2017         529.57
5863539630            02/09/2017  03/16/2017        1964.78
6265845005            02/09/2017  03/16/2017         806.92
6904957500            02/09/2017  03/16/2017         271.21
7800570009            02/09/2017  03/16/2017         101.38
7852141840            02/09/2017  03/16/2017        2489.85
9304957500            02/09/2017  03/16/2017          39.75
0035425008            02/10/2017  03/17/2017          59.71
0045282506            02/10/2017  03/17/2017          71.17
0865355002            02/10/2017  03/17/2017         140.98
0875041303            02/10/2017  03/17/2017          26.93
0886617919            02/10/2017  03/17/2017          23.57
0899594022            02/10/2017  03/17/2017          24.25
0906461793            02/10/2017  03/17/2017          16.46
0917312621            02/10/2017  03/17/2017          17.85
0925594723            02/10/2017  03/17/2017          41.63
0939811717            02/10/2017  03/17/2017          28.03
0949361505            02/10/2017  03/17/2017          13.80
0957987662            02/10/2017  03/17/2017          18.34
0962345666            02/10/2017  03/17/2017          14.49
1030506974            02/10/2017  03/17/2017           8.77
1338347873            02/10/2017  03/17/2017          47.07
2278126202            02/10/2017  03/17/2017          46.88
2342127509            02/10/2017  03/17/2017          32.28
2596065009            02/10/2017  03/17/2017          76.40
3004480236            02/10/2017  03/17/2017          23.09
4543627956            02/10/2017  03/17/2017           8.77
5606496759            02/10/2017  03/17/2017           6.59
5722222501            02/10/2017  03/17/2017          14.49
5737778562            02/10/2017  03/17/2017         231.82
6372590007            02/10/2017  03/17/2017         147.10
6555515433            02/10/2017  03/17/2017          19.52
7902610000            02/10/2017  03/17/2017          77.68
7976345004            02/10/2017  03/17/2017        2109.84
8395777488            02/10/2017  03/17/2017         885.05
8781417566            02/10/2017  03/17/2017         748.81
9864369971            02/10/2017  03/17/2017          28.51
0104237722            02/13/2017  03/20/2017        2527.14
0853450005            02/13/2017  03/20/2017         505.01
1174428589            02/13/2017  03/07/2017        6251.60
1513230001            02/13/2017  03/20/2017         106.51
1606240008            02/13/2017  03/20/2017        6010.87
3110640004            02/13/2017  03/20/2017         433.15
4926320674            02/13/2017  03/20/2017         853.88
8245865004            02/13/2017  03/20/2017        2122.60
8485977501            02/13/2017  03/20/2017         489.04
9271454192            02/13/2017  03/20/2017         520.05
9523688605            02/13/2017  03/20/2017         276.05

95 VA Dominion Invoices for a Total Invoice Amount of $133087.70

95 Total Alexandria Invoices for a Total Invoice Amount of $133087.70


Organization:   Total

95 Total Invoices for a Total Invoice Amount of $133087.70

