
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 12/07/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1897664189            11/29/2016  01/03/2017        1356.98
2096325002            11/29/2016  01/03/2017        7391.33
2106427509            11/29/2016  01/03/2017        5750.80
2116335007            11/29/2016  01/03/2017        2547.33
0823337506            12/02/2016  01/06/2017           9.16
0850668062            12/02/2016  01/06/2017          22.71
1118501327            12/02/2016  01/06/2017          36.56
1301306682            12/02/2016  01/06/2017          21.42
1765582505            12/02/2016  01/06/2017         110.02
1863767503            12/02/2016  01/06/2017          51.40
1934161330            12/02/2016  01/06/2017           8.96
1973380007            12/02/2016  01/06/2017         204.19
2073392504            12/02/2016  01/06/2017         146.04
2123460004            12/02/2016  01/06/2017          51.50
2154604132            12/02/2016  01/06/2017         284.08
2464858170            12/02/2016  01/06/2017          22.59
3249452008            12/02/2016  01/06/2017          59.40
3341907974            12/02/2016  01/06/2017          13.42
3355630009            12/02/2016  01/06/2017          20.53
3675982502            12/02/2016  01/06/2017          18.85
4287681979            12/02/2016  01/06/2017          20.87
4626102505            12/02/2016  01/06/2017          73.73
4793367501            12/02/2016  01/06/2017         107.86
5033402503            12/02/2016  01/06/2017           6.59
5316252500            12/02/2016  01/06/2017        9454.56
5321630005            12/02/2016  01/06/2017          46.04
5348784637            12/02/2016  01/06/2017          67.80
5411705006            12/02/2016  01/06/2017         246.87
5431647501            12/02/2016  01/06/2017        1723.67
5593500001            12/02/2016  01/06/2017          15.87
5611957373            12/02/2016  01/06/2017           8.56
5781917504            12/02/2016  01/06/2017           6.59
6124540409            12/02/2016  01/06/2017          92.14
6137557531            12/02/2016  01/06/2017          83.43
6167465670            12/02/2016  01/06/2017          35.56
6433295000            12/02/2016  01/06/2017          34.67
6651850288            12/02/2016  01/06/2017          14.21
6923515008            12/02/2016  01/06/2017          70.40
7005172502            12/02/2016  01/06/2017         195.49
7122056133            12/02/2016  01/06/2017           6.98
7996733445            12/02/2016  01/06/2017          27.95
8702071724            12/02/2016  01/06/2017         310.02
8973730404            12/02/2016  01/06/2017         264.52
9116039182            12/02/2016  01/06/2017          37.73
9598044056            12/02/2016  01/06/2017           6.89
9901598657            12/02/2016  01/06/2017           7.27
9995390003            12/02/2016  01/06/2017         163.45
5246257504            12/05/2016  01/09/2017        2847.98
6533151400            12/05/2016  01/09/2017       10765.58
6611367506            12/05/2016  01/09/2017         141.20
7152308461            12/05/2016  01/09/2017        2725.78
8371427504            12/05/2016  01/09/2017        1792.68
8381307506            12/05/2016  01/09/2017         420.39
9273322504            12/05/2016  01/09/2017         572.94
9596382508            12/05/2016  01/09/2017       13065.45

55 VA Dominion Invoices for a Total Invoice Amount of $63588.99

55 Total Alexandria Invoices for a Total Invoice Amount of $63588.99


Organization:   Total

55 Total Invoices for a Total Invoice Amount of $63588.99

