
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 06/06/2018

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1897664189            05/29/2018  07/03/2018        1693.86
2096325002            05/29/2018  07/03/2018        7527.32
2106427509            05/29/2018  07/03/2018        5856.48
2116335007            05/29/2018  07/03/2018        2592.83
9791176853            05/29/2018  07/03/2018           2.33
0823337506            06/01/2018  07/06/2018           7.99
0850668062            06/01/2018  07/06/2018          17.53
1118501327            06/01/2018  07/06/2018          31.48
1301306682            06/01/2018  07/06/2018          20.45
1625039498            06/01/2018  07/06/2018          78.69
1765582505            06/01/2018  07/06/2018         208.65
1863767503            06/01/2018  07/06/2018          51.09
1934161330            06/01/2018  07/06/2018           8.70
1973380007            06/01/2018  07/06/2018         181.22
2073392504            06/01/2018  07/06/2018          82.03
2123460004            06/01/2018  07/06/2018          32.61
2154604132            06/01/2018  07/06/2018         227.56
2291013056            06/01/2018  07/06/2018         115.06
2464858170            06/01/2018  07/06/2018          21.04
2689812424            06/01/2018  07/06/2018           9.19
2847792476            06/01/2018  07/06/2018           6.59
3249452008            06/01/2018  07/06/2018          48.26
3341907974            06/01/2018  07/06/2018          32.51
3355630009            06/01/2018  07/06/2018          15.92
3675982502            06/01/2018  07/06/2018          13.62
4287681979            06/01/2018  07/06/2018          18.75
4626102505            06/01/2018  07/06/2018         148.60
4793367501            06/01/2018  07/06/2018          81.00
5033402503            06/01/2018  07/06/2018           6.59
5316252500            06/01/2018  07/06/2018        9107.19
5321630005            06/01/2018  07/06/2018         162.16
5411705006            06/01/2018  07/06/2018         260.13
5431647501            06/01/2018  07/06/2018        3023.92
5593500001            06/01/2018  07/06/2018          14.63
5611957373            06/01/2018  07/06/2018          10.92
5781917504            06/01/2018  07/06/2018           6.59
6124540409            06/01/2018  07/06/2018          76.59
6137557531            06/01/2018  07/06/2018          55.72
6167465670            06/01/2018  07/06/2018          20.94
6433295000            06/01/2018  07/06/2018          43.14
6651850288            06/01/2018  07/06/2018         113.74
6923515008            06/01/2018  07/06/2018          46.37
7005172502            06/01/2018  07/06/2018         278.26
7122056133            06/01/2018  07/06/2018           6.99
7967529061            06/01/2018  07/06/2018        -551.34
7996733445            06/01/2018  07/06/2018          26.09
8359428136            06/01/2018  07/06/2018          18.13
8702071724            06/01/2018  07/06/2018          77.50
8973730404            06/01/2018  07/06/2018         284.79
9116039182            06/01/2018  07/06/2018          35.22
9598044056            06/01/2018  07/06/2018           6.78
9901598657            06/01/2018  07/06/2018           7.38
9995390003            06/01/2018  07/06/2018          74.47
5246257504            06/04/2018  07/09/2018        2187.23
5348784637            06/04/2018  07/09/2018          45.65
6533151400            06/04/2018  07/09/2018       11947.00
6611367506            06/04/2018  07/09/2018         109.84
7152308461            06/04/2018  07/09/2018        2945.36
8371427504            06/04/2018  07/09/2018        1076.99
8381307506            06/04/2018  07/09/2018         108.64
9273322504            06/04/2018  07/09/2018         684.18
9596382508            06/04/2018  07/09/2018       13741.71

62 VA Dominion Invoices for a Total Invoice Amount of $65190.86

62 Total Alexandria Invoices for a Total Invoice Amount of $65190.86


Organization:   Total

62 Total Invoices for a Total Invoice Amount of $65190.86

