
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 09/12/2012

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0215490004            09/04/2012  10/09/2012         101.61
0851910000            09/04/2012  10/09/2012        1217.80
1704970001            09/04/2012  10/09/2012         151.57
1735865006            09/04/2012  10/09/2012         441.10
2186032500            09/04/2012  10/09/2012        2644.98
3033837505            09/04/2012  10/09/2012         468.16
3419594464            09/04/2012  10/09/2012        5718.34
3870683699            09/04/2012  10/09/2012         105.07
4676162508            09/04/2012  10/09/2012        1090.55
5210403555            09/04/2012  10/09/2012         743.11
5265675008            09/04/2012  10/09/2012         274.37
5746157501            09/04/2012  10/09/2012          40.15
5837025922            09/04/2012  10/09/2012         142.55
6395925008            09/04/2012  10/09/2012         360.74
8486060000            09/04/2012  10/09/2012        1069.37
8555470007            09/04/2012  10/09/2012         124.20
8975650279            09/04/2012  10/09/2012           6.65
9006000005            09/04/2012  10/09/2012         365.73
9026057506            09/04/2012  10/09/2012         647.97
9423383257            09/04/2012  10/09/2012         315.02
9581789907            09/04/2012  10/09/2012          17.55
0313545006            09/05/2012  10/10/2012         111.03
0551576051            09/05/2012  10/10/2012          21.52
1156320002            09/05/2012  10/10/2012        3586.22
1545407502            09/05/2012  10/10/2012         240.35
2865622506            09/05/2012  10/10/2012         257.42
5658873640            09/05/2012  09/27/2012         991.22
6414967502            09/05/2012  10/10/2012          25.63
6626365008            09/05/2012  10/10/2012       11434.98
6976229325            09/05/2012  10/10/2012           5.66
7146330001            09/05/2012  10/10/2012        3666.14
7352631019            09/05/2012  10/10/2012        2929.62
8703872054            09/05/2012  10/10/2012         830.91
8955365005            09/05/2012  10/10/2012        1193.64
0662927573            09/06/2012  10/11/2012        4153.48
1043295003            09/06/2012  10/11/2012           5.66
1312808247            09/06/2012  10/11/2012          47.98
1856265002            09/06/2012  10/11/2012        4450.22
2040619443            09/06/2012  10/11/2012        8742.42
2174476057            09/06/2012  10/11/2012          90.32
2225822507            09/06/2012  10/11/2012         315.31
2923347955            09/06/2012  10/11/2012         161.47
3103257501            09/06/2012  10/11/2012         381.22
3470617501            09/06/2012  10/11/2012         319.08
4452642962            09/06/2012  10/11/2012       22638.36
4696475005            09/06/2012  10/11/2012       28187.19
6070697393            09/06/2012  10/11/2012           8.42
6604225000            09/06/2012  10/11/2012           5.75
6670610002            09/06/2012  10/11/2012          48.78
6855697501            09/06/2012  10/11/2012         402.23
7199264891            09/06/2012  10/11/2012         113.50
7236357500            09/06/2012  10/11/2012        3459.62
7320592509            09/06/2012  10/11/2012          45.61
7448178173            09/06/2012  10/11/2012         184.86
7835036513            09/06/2012  10/11/2012        2030.57
8515290008            09/06/2012  10/11/2012         721.77
8525402502            09/06/2012  10/11/2012         372.41
8954752245            09/06/2012  10/11/2012          74.76
8965342507            09/06/2012  10/11/2012         -24.78
9091146192            09/06/2012  10/11/2012         334.15
9216886433            09/06/2012  10/11/2012          49.86
0014940001            09/07/2012  10/12/2012        1163.75
2990617504            09/07/2012  10/12/2012           5.66
4032400121            09/07/2012  10/12/2012         495.54
4802659823            09/07/2012  10/12/2012       14954.25
6265845005            09/07/2012  10/12/2012        1119.12
6904957500            09/07/2012  10/12/2012         243.55
7800570009            09/07/2012  10/12/2012         481.43
9304957500            09/07/2012  10/12/2012         688.41
0035425008            09/10/2012  10/15/2012         110.35
0045282506            09/10/2012  10/15/2012         144.04
0865355002            09/10/2012  10/15/2012         111.92
0875041303            09/10/2012  10/15/2012          92.00
0886617919            09/10/2012  10/15/2012         150.48
0899594022            09/10/2012  10/15/2012          64.43
0906461793            09/10/2012  10/15/2012          88.03
0917312621            09/10/2012  10/15/2012          52.16
0925594723            09/10/2012  10/15/2012          58.39
0939811717            09/10/2012  10/15/2012          50.57
0949361505            09/10/2012  10/15/2012         113.41
0957987662            09/10/2012  10/15/2012         130.47
0962345666            09/10/2012  10/15/2012          53.34
2596065009            09/10/2012  10/15/2012         235.51
2942720000            09/10/2012  10/15/2012         144.23
3004480236            09/10/2012  10/15/2012          18.55
5722222501            09/10/2012  10/15/2012          41.33
5737778562            09/10/2012  10/15/2012          95.67
5863539630            09/10/2012  10/15/2012        1795.22
6372590007            09/10/2012  10/15/2012          57.89
7852141840            09/10/2012  10/15/2012        4330.80
7902610000            09/10/2012  10/15/2012         835.60
7976345004            09/10/2012  10/15/2012        3621.11
8395777488            09/10/2012  10/15/2012         149.48

93 VA Dominion Invoices for a Total Invoice Amount of $150357.84

93 Total Alexandria Invoices for a Total Invoice Amount of $150357.84

Organization:   Total

93 Total Invoices for a Total Invoice Amount of $150357.84

