
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 02/19/2020

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0668286057            02/11/2020  03/17/2020         174.17
0865355002            02/11/2020  03/17/2020         256.39
0899594022            02/11/2020  03/17/2020          49.78
0906461793            02/11/2020  03/17/2020          17.07
0917312621            02/11/2020  03/17/2020          17.78
0925594723            02/11/2020  03/17/2020          33.06
0943037010            02/11/2020  03/17/2020          13.06
0949361505            02/11/2020  03/17/2020          25.19
1338347873            02/11/2020  03/17/2020          47.71
1847312228            02/11/2020  03/17/2020         214.05
1951810769            02/11/2020  03/17/2020         168.73
2278126202            02/11/2020  03/17/2020          48.76
2596065009            02/11/2020  03/17/2020         100.74
3004480236            02/11/2020  03/17/2020          25.31
4543627956            02/11/2020  03/17/2020           8.90
4914616190            02/11/2020  03/17/2020          11.10
5606496759            02/11/2020  03/17/2020           6.59
5722222501            02/11/2020  03/17/2020          14.96
5737778562            02/11/2020  03/17/2020         178.55
6372590007            02/11/2020  03/17/2020          49.57
7214212743            02/11/2020  03/17/2020           9.10
7900412268            02/11/2020  03/17/2020         277.33
7976345004            02/11/2020  03/17/2020        1499.63
8395777488            02/11/2020  03/17/2020         742.38
8781417566            02/11/2020  03/17/2020         791.71
9163056071            02/11/2020  03/17/2020           7.63
9864369971            02/11/2020  03/17/2020          38.59
0104237722            02/12/2020  03/18/2020        2472.78
0853450005            02/12/2020  03/18/2020         581.53
0875041303            02/12/2020  03/18/2020          16.02
0886617919            02/12/2020  03/18/2020          21.11
0939811717            02/12/2020  03/18/2020          58.68
0957987662            02/12/2020  03/18/2020          19.56
0962345666            02/12/2020  03/18/2020          15.59
1030506974            02/12/2020  03/18/2020           9.20
1513230001            02/12/2020  03/18/2020         122.18
1606240008            02/12/2020  03/18/2020        7358.86
2342127509            02/12/2020  03/18/2020          27.51
2532394059            02/12/2020  03/18/2020         115.96
3110640004            02/12/2020  03/18/2020         441.78
4926320674            02/12/2020  03/18/2020         893.88
5413067249            02/12/2020  03/18/2020         123.74
6555515433            02/12/2020  03/18/2020          21.21
8245865004            02/12/2020  03/18/2020        2765.74
8485977501            02/12/2020  03/18/2020         754.67
9271454192            02/12/2020  03/18/2020         199.06
9523688605            02/12/2020  03/18/2020        1073.85
9936644005            02/12/2020  03/18/2020          14.00
0457904522            02/13/2020  03/19/2020         475.24
2547693222            02/13/2020  03/19/2020          21.63
2870226384            02/13/2020  03/19/2020          96.55
6680060370            02/13/2020  03/19/2020          12.99
0513622506            02/14/2020  03/20/2020         135.27
0563127505            02/14/2020  03/20/2020         135.38
0839000486            02/14/2020  03/20/2020         195.72
1132834340            02/14/2020  03/20/2020         159.00
4012525491            02/14/2020  03/20/2020          56.59
6276422505            02/14/2020  03/20/2020          40.05
6691573940            02/14/2020  03/20/2020        8592.08
6791993840            02/14/2020  03/20/2020           6.59
6998249855            02/14/2020  03/20/2020          45.11
7975467809            02/14/2020  03/20/2020          36.52
8044091489            02/14/2020  03/20/2020          36.99
9333552504            02/14/2020  03/20/2020         203.88
3535387504            02/17/2020  03/23/2020           7.83
4602325955            02/17/2020  03/23/2020          16.48

66 VA Dominion Invoices for a Total Invoice Amount of $32208.65

66 Total Alexandria Invoices for a Total Invoice Amount of $32208.65


Organization:   Total

66 Total Invoices for a Total Invoice Amount of $32208.65

