
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/19/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0014940001            07/11/2017  08/15/2017        2393.11
2990617504            07/11/2017  08/15/2017          67.18
4032400121            07/11/2017  08/15/2017        1705.78
5863539630            07/11/2017  08/15/2017        6975.71
6265845005            07/11/2017  08/15/2017        3090.18
6904957500            07/11/2017  08/15/2017         640.89
7800570009            07/11/2017  08/15/2017        2353.67
7852141840            07/11/2017  08/15/2017        8100.02
9304957500            07/11/2017  08/15/2017         987.67
0035425008            07/12/2017  08/16/2017         210.23
0045282506            07/12/2017  08/16/2017         214.50
0865355002            07/12/2017  08/16/2017         255.29
0875041303            07/12/2017  08/16/2017          94.96
0886617919            07/12/2017  08/16/2017         109.50
0899594022            07/12/2017  08/16/2017          98.66
0906461793            07/12/2017  08/16/2017         169.82
0917312621            07/12/2017  08/16/2017         129.80
0925594723            07/12/2017  08/16/2017         187.02
0939811717            07/12/2017  08/16/2017         151.40
0949361505            07/12/2017  08/16/2017         120.87
0957987662            07/12/2017  08/16/2017         140.98
0962345666            07/12/2017  08/16/2017          41.60
1030506974            07/12/2017  08/16/2017          47.70
1338347873            07/12/2017  08/16/2017         146.51
1847312228            07/12/2017  08/16/2017          40.65
1951810769            07/12/2017  08/16/2017          65.07
2278126202            07/12/2017  08/16/2017         145.43
2342127509            07/12/2017  08/16/2017        1759.96
2596065009            07/12/2017  08/16/2017         360.95
3004480236            07/12/2017  08/16/2017          60.53
4543627956            07/12/2017  08/16/2017          27.73
5606496759            07/12/2017  08/16/2017          19.87
5722222501            07/12/2017  08/16/2017         761.37
5737778562            07/12/2017  08/16/2017         607.28
6372590007            07/12/2017  08/16/2017         126.99
6555515433            07/12/2017  08/16/2017          61.21
7976345004            07/12/2017  08/16/2017        7707.37
8395777488            07/12/2017  08/16/2017         605.77
8781417566            07/12/2017  08/16/2017        2262.14
9864369971            07/12/2017  08/16/2017          87.67
0104237722            07/13/2017  08/17/2017        5011.39
0457904522            07/13/2017  08/17/2017         911.47
0853450005            07/13/2017  08/17/2017         976.20
1513230001            07/13/2017  08/17/2017         307.94
1606240008            07/13/2017  08/17/2017       23919.37
3110640004            07/13/2017  08/17/2017         684.35
4926320674            07/13/2017  08/17/2017         404.58
5413067249            07/13/2017  08/17/2017         887.64
8245865004            07/13/2017  08/17/2017        4582.06
8485977501            07/13/2017  08/17/2017        2192.32
9271454192            07/13/2017  08/17/2017        1106.90
9523688605            07/13/2017  08/17/2017        1399.95
2547693222            07/14/2017  08/18/2017          80.78
2870226384            07/14/2017  08/18/2017         443.68
0453732505            07/17/2017  08/21/2017        2139.70
0513622506            07/17/2017  08/21/2017         102.40
0563127505            07/17/2017  08/21/2017         569.31
0839000486            07/17/2017  08/21/2017         248.32
1132834340            07/17/2017  08/21/2017         342.19
3535387504            07/17/2017  08/21/2017          54.64
4012525491            07/17/2017  08/21/2017         131.64
4602325955            07/17/2017  08/21/2017          49.58
6691573940            07/17/2017  08/21/2017       27923.28
6791993840            07/17/2017  08/21/2017          21.51
6998249855            07/17/2017  08/21/2017         129.44
7975467809            07/17/2017  08/21/2017         109.96
8044091489            07/17/2017  08/21/2017          74.78
9333552504            07/17/2017  08/21/2017         779.93

68 VA Dominion Invoices for a Total Invoice Amount of $118718.35

68 Total Alexandria Invoices for a Total Invoice Amount of $118718.35


Organization:   Total

68 Total Invoices for a Total Invoice Amount of $118718.35

