
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/06/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1897664189            06/28/2016  08/02/2016        1358.54
2096325002            06/28/2016  08/02/2016        7424.45
2106427509            06/28/2016  08/02/2016        5776.46
2116335007            06/28/2016  08/02/2016        2558.57
0823337506            07/01/2016  08/05/2016           7.48
0850668062            07/01/2016  08/05/2016          10.18
1118501327            07/01/2016  08/05/2016          32.89
1301306682            07/01/2016  08/05/2016          19.27
1765582505            07/01/2016  08/05/2016         224.20
1863767503            07/01/2016  08/05/2016          74.49
1934161330            07/01/2016  08/05/2016           7.87
1973380007            07/01/2016  08/05/2016         122.74
2073392504            07/01/2016  08/05/2016          89.80
2123460004            07/01/2016  08/05/2016          29.22
2154604132            07/01/2016  08/05/2016         255.75
2464858170            07/01/2016  08/05/2016          20.43
3249452008            07/01/2016  08/05/2016          45.69
3341907974            07/01/2016  08/05/2016          26.95
3355630009            07/01/2016  08/05/2016          15.13
3675982502            07/01/2016  08/05/2016          10.27
4287681979            07/01/2016  08/05/2016          19.33
4626102505            07/01/2016  08/05/2016         141.52
4793367501            07/01/2016  08/05/2016          74.00
5033402503            07/01/2016  08/05/2016          22.89
5316252500            07/01/2016  08/05/2016        8829.99
5321630005            07/01/2016  08/05/2016         111.52
5348784637            07/01/2016  08/05/2016         -18.61
5411705006            07/01/2016  08/05/2016         415.07
5431647501            07/01/2016  08/05/2016        2998.45
5593500001            07/01/2016  08/05/2016          14.03
5611957373            07/01/2016  08/05/2016          10.77
5781917504            07/01/2016  08/05/2016           6.59
6124540409            07/01/2016  08/05/2016          52.64
6137557531            07/01/2016  08/05/2016          71.82
6433295000            07/01/2016  08/05/2016          23.66
6651850288            07/01/2016  08/05/2016         136.33
6923515008            07/01/2016  08/05/2016          57.42
7005172502            07/01/2016  08/05/2016         305.03
7122056133            07/01/2016  08/05/2016           6.89
7241105886            07/01/2016  08/05/2016          22.48
7996733445            07/01/2016  08/05/2016          24.90
8702071724            07/01/2016  08/05/2016         196.13
8973730404            07/01/2016  08/05/2016         270.12
9116039182            07/01/2016  08/05/2016          35.17
9598044056            07/01/2016  08/05/2016           6.79
9901598657            07/01/2016  08/05/2016           7.07
9995390003            07/01/2016  08/05/2016          88.01

47 VA Dominion Invoices for a Total Invoice Amount of $32040.39

47 Total Alexandria Invoices for a Total Invoice Amount of $32040.39


Organization:   Total

47 Total Invoices for a Total Invoice Amount of $32040.39

