
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/14/2012

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0215490004            03/06/2012  04/10/2012         108.82
0851910000            03/06/2012  04/10/2012        1941.11
1704970001            03/06/2012  04/10/2012          89.16
1735865006            03/06/2012  04/10/2012         196.33
3033837505            03/06/2012  04/10/2012         594.61
3419594464            03/06/2012  04/10/2012        2865.88
3870683699            03/06/2012  04/10/2012         125.93
4676162508            03/06/2012  04/10/2012          85.31
5210403555            03/06/2012  04/10/2012         812.70
5265675008            03/06/2012  04/10/2012         273.43
5746157501            03/06/2012  04/10/2012          79.17
5837025922            03/06/2012  04/10/2012         161.08
6395925008            03/06/2012  04/10/2012         539.68
6604225000            03/06/2012  04/10/2012           5.74
8486060000            03/06/2012  04/10/2012         750.53
8555470007            03/06/2012  04/10/2012         139.60
8975650279            03/06/2012  04/10/2012           5.66
9006000005            03/06/2012  04/10/2012         223.46
9026057506            03/06/2012  04/10/2012         491.07
9423383257            03/06/2012  04/10/2012         119.42
9581789907            03/06/2012  04/10/2012          17.74
0313545006            03/07/2012  04/11/2012         110.73
1156320002            03/07/2012  04/11/2012        3598.83
1545407502            03/07/2012  04/11/2012         158.61
2186032500            03/07/2012  04/11/2012        1753.78
2865622506            03/07/2012  04/11/2012         185.94
4696475005            03/07/2012  04/11/2012       24936.44
5658873640            03/07/2012  03/29/2012         679.51
6414967502            03/07/2012  04/11/2012          25.79
6626365008            03/07/2012  04/11/2012        8474.77
6976229325            03/07/2012  04/11/2012           5.66
7146330001            03/07/2012  04/11/2012        3132.78
7352631019            03/07/2012  04/11/2012        2789.00
8703872054            03/07/2012  04/11/2012         869.09
8955365005            03/07/2012  04/11/2012         670.72
0551576051            03/08/2012  04/12/2012          21.64
0662927573            03/08/2012  04/12/2012        1848.23
1043295003            03/08/2012  04/12/2012           5.66
1312808247            03/08/2012  04/12/2012          48.01
1856265002            03/08/2012  04/12/2012        3621.18
2040619443            03/08/2012  04/12/2012        7332.95
2174476057            03/08/2012  04/12/2012         128.31
2225822507            03/08/2012  04/12/2012         450.92
2923347955            03/08/2012  04/12/2012         144.49
3103257501            03/08/2012  04/12/2012         287.93
3470617501            03/08/2012  04/12/2012         207.63
4452642962            03/07/2012  04/11/2012       16823.39
6070697393            03/08/2012  04/12/2012         105.05
6670610002            03/08/2012  04/12/2012         358.94
6855697501            03/08/2012  04/12/2012         208.72
7199264891            03/08/2012  04/12/2012         209.21
7236357500            03/08/2012  04/12/2012        3003.23
7320592509            03/08/2012  04/12/2012          46.42
7448178173            03/08/2012  04/12/2012         192.83
7835036513            03/08/2012  04/12/2012        1958.50
8515290008            03/08/2012  04/12/2012         911.49
8525402502            03/08/2012  04/12/2012         145.19
8954752245            03/08/2012  04/12/2012         108.23
9091146192            03/08/2012  04/12/2012         277.64
9216886433            03/08/2012  04/12/2012          47.21
0014940001            03/09/2012  04/13/2012         735.47
2990617504            03/09/2012  04/13/2012          15.26
4032400121            03/09/2012  04/13/2012         622.93
4802659823            03/09/2012  04/13/2012       12923.29
6265845005            03/09/2012  04/13/2012         946.74
6904957500            03/09/2012  04/13/2012         249.37
7800570009            03/09/2012  04/13/2012          63.19
8965342507            03/09/2012  04/13/2012          57.58
9304957500            03/09/2012  04/13/2012         141.60
0035425008            03/12/2012  04/16/2012          42.81
0045282506            03/12/2012  04/16/2012          54.20
0865355002            03/12/2012  04/16/2012         183.73
0875041303            03/12/2012  04/16/2012          30.83
0886617919            03/12/2012  04/16/2012          47.82
0899594022            03/12/2012  04/16/2012          43.31
0906461793            03/12/2012  04/16/2012          19.74
0917312621            03/12/2012  04/16/2012          33.03
0925594723            03/12/2012  04/16/2012          41.91
0939811717            03/12/2012  04/16/2012          25.23
0949361505            03/12/2012  04/16/2012          11.95
0957987662            03/12/2012  04/16/2012          37.04
0962345666            03/12/2012  04/16/2012          22.24
1030506974            03/12/2012  04/16/2012           3.35
2342127509            03/12/2012  04/16/2012         116.63
2596065009            03/12/2012  04/16/2012         103.94
2942720000            03/12/2012  04/16/2012          66.99
3004480236            03/12/2012  04/16/2012          19.14
5722222501            03/12/2012  04/16/2012        -115.33
5737778562            03/12/2012  04/16/2012         125.61
5863539630            03/12/2012  04/16/2012        1843.60
6372590007            03/12/2012  04/16/2012         126.71
7852141840            03/12/2012  04/16/2012        3268.71
7902610000            03/12/2012  04/16/2012         321.97
7976345004            03/12/2012  04/16/2012        2530.39
8395777488            03/12/2012  04/16/2012         866.91

95 VA Dominion Invoices for a Total Invoice Amount of $121138.97

95 Total Alexandria Invoices for a Total Invoice Amount of $121138.97

Organization:   Total

95 Total Invoices for a Total Invoice Amount of $121138.97

