
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 02/08/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            02/02/2017  03/09/2017          12.99
0850668062            02/02/2017  03/09/2017           7.99
1118501327            02/02/2017  03/09/2017          30.18
1301306682            02/02/2017  03/09/2017          19.52
1765582505            02/02/2017  03/09/2017         100.08
1863767503            02/02/2017  03/09/2017          45.48
1934161330            02/02/2017  03/09/2017           8.96
1973380007            02/02/2017  03/09/2017         188.56
2073392504            02/02/2017  03/09/2017         125.67
2123460004            02/02/2017  03/09/2017          44.81
2154604132            02/02/2017  03/09/2017         243.36
2464858170            02/02/2017  03/09/2017          20.25
3249452008            02/02/2017  03/09/2017          56.74
3341907974            02/02/2017  03/09/2017          12.81
3355630009            02/02/2017  03/09/2017          19.12
3675982502            02/02/2017  03/09/2017          27.22
4287681979            02/02/2017  03/09/2017          18.54
4626102505            02/02/2017  03/09/2017          81.04
4793367501            02/02/2017  03/09/2017          96.83
5033402503            02/02/2017  03/09/2017           6.59
5316252500            02/02/2017  03/09/2017        7919.38
5321630005            02/02/2017  03/09/2017          91.22
5348784637            02/02/2017  03/09/2017          22.48
5411705006            02/02/2017  03/09/2017         773.44
5431647501            02/02/2017  03/09/2017        1742.89
5593500001            02/02/2017  03/09/2017          14.28
5611957373            02/02/2017  03/09/2017           9.25
5781917504            02/02/2017  03/09/2017           6.59
6124540409            02/02/2017  03/09/2017         177.30
6137557531            02/02/2017  03/09/2017         248.19
6167465670            02/02/2017  03/09/2017          40.16
6433295000            02/02/2017  03/09/2017          31.18
6651850288            02/02/2017  03/09/2017           8.66
6923515008            02/02/2017  03/09/2017          61.70
7005172502            02/02/2017  03/09/2017         194.80
7122056133            02/02/2017  03/09/2017           6.98
7996733445            02/02/2017  03/09/2017          24.95
8702071724            02/02/2017  03/09/2017         268.65
8973730404            02/02/2017  03/09/2017         448.95
9116039182            02/02/2017  03/09/2017          33.23
9598044056            02/02/2017  03/09/2017           6.79
9901598657            02/02/2017  03/09/2017           7.07
9995390003            02/02/2017  03/09/2017         113.33
5246257504            02/03/2017  03/10/2017        2451.49
6533151400            02/03/2017  03/10/2017       10221.07
6611367506            02/03/2017  03/10/2017         308.14
7152308461            02/03/2017  03/10/2017        2807.60
8371427504            02/03/2017  03/10/2017        1819.95
8381307506            02/03/2017  03/10/2017         847.75
9273322504            02/03/2017  03/10/2017         483.55
9596382508            02/03/2017  03/10/2017       11446.71
0215490004            02/06/2017  03/13/2017          71.42
0851910000            02/06/2017  03/13/2017        2634.57
1704970001            02/06/2017  03/13/2017         175.62
1735865006            02/06/2017  03/13/2017          15.78
2186032500            02/06/2017  03/13/2017        1140.32
2752013074            02/06/2017  03/13/2017          43.89
2959751336            02/06/2017  03/13/2017          16.97
3033837505            02/06/2017  03/13/2017         405.05
3419594464            02/06/2017  03/13/2017        2920.33
3870683699            02/06/2017  03/13/2017         129.62
4676162508            02/06/2017  03/13/2017          25.40
5265675008            02/06/2017  03/13/2017         412.21
5837025922            02/06/2017  03/13/2017        -122.68
6395925008            02/06/2017  03/13/2017         556.84
6604225000            02/06/2017  03/13/2017          38.60
7568833136            02/06/2017  03/13/2017           9.56
8486060000            02/06/2017  03/13/2017         864.07
8555470007            02/06/2017  03/13/2017         194.40
9006000005            02/06/2017  03/13/2017         251.08
9026057506            02/06/2017  03/13/2017         476.61
9423383257            02/06/2017  03/13/2017         208.59
9581789907            02/06/2017  03/13/2017          20.12

73 VA Dominion Invoices for a Total Invoice Amount of $54292.84

73 Total Alexandria Invoices for a Total Invoice Amount of $54292.84


Organization:   Total

73 Total Invoices for a Total Invoice Amount of $54292.84

