
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 12/09/2015

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            12/03/2015  01/07/2016          11.85
0850668062            12/03/2015  01/07/2016          29.93
1118501327            12/03/2015  01/07/2016          37.37
1301306682            12/03/2015  01/07/2016          22.26
1765582505            12/03/2015  01/07/2016         115.71
1863767503            12/03/2015  01/07/2016          47.10
1934161330            12/03/2015  01/07/2016           9.07
1973380007            12/03/2015  01/07/2016         220.85
2073392504            12/03/2015  01/07/2016         154.05
2123460004            12/03/2015  01/07/2016          52.46
2154604132            12/03/2015  01/07/2016         254.13
2464858170            12/03/2015  01/07/2016          22.83
3249452008            12/03/2015  01/07/2016          55.33
3341907974            12/03/2015  01/07/2016          32.80
3355630009            12/03/2015  01/07/2016          20.68
3675982502            12/03/2015  01/07/2016          20.52
4287681979            12/03/2015  01/07/2016          21.75
4626102505            12/03/2015  01/07/2016          72.82
4793367501            12/03/2015  01/07/2016         126.25
5033402503            12/03/2015  01/07/2016          39.86
5316252500            12/03/2015  01/07/2016        9364.00
5321630005            12/03/2015  01/07/2016          64.17
5411705006            12/03/2015  01/07/2016         230.16
5431647501            12/03/2015  01/07/2016        2081.82
5593500001            12/03/2015  01/07/2016          16.91
5611957373            12/03/2015  01/07/2016          11.27
5781917504            12/03/2015  01/07/2016           6.59
6124540409            12/03/2015  01/07/2016         117.00
6137557531            12/03/2015  01/07/2016          95.94
6433295000            12/03/2015  01/07/2016          45.82
6651850288            12/03/2015  01/07/2016          39.86
6923515008            12/03/2015  01/07/2016          80.96
7005172502            12/03/2015  01/07/2016         196.43
7122056133            12/03/2015  01/07/2016           7.00
7241105886            12/03/2015  01/07/2016          29.38
7996733445            12/03/2015  01/07/2016          31.02
8702071724            12/03/2015  01/07/2016         326.70
8973730404            12/03/2015  01/07/2016         208.36
9116039182            12/03/2015  01/07/2016          39.56
9598044056            12/03/2015  01/07/2016           6.89
9901598657            12/03/2015  01/07/2016           7.28
9995390003            12/03/2015  01/07/2016         118.30
5246257504            12/04/2015  01/08/2016        3390.58
6533151400            12/04/2015  01/08/2016       11769.36
6611367506            12/04/2015  01/08/2016         212.12
7152308461            12/04/2015  01/08/2016        2509.82
8371427504            12/04/2015  01/08/2016        1779.11
8381307506            12/04/2015  01/08/2016         506.23
9273322504            12/04/2015  01/08/2016         708.18
9596382508            12/04/2015  01/08/2016       13890.52
0215490004            12/07/2015  01/11/2016         127.05
0851910000            12/07/2015  01/11/2016        1640.39
1704970001            12/07/2015  01/11/2016          13.45
1735865006            12/07/2015  01/11/2016         182.22
2186032500            12/07/2015  01/11/2016        1810.65
2752013074            12/07/2015  01/11/2016          48.52
2959751336            12/07/2015  01/11/2016          18.21
3033837505            12/07/2015  01/11/2016         231.09
3419594464            12/07/2015  01/11/2016        3115.72
3870683699            12/07/2015  01/11/2016         130.72
4676162508            12/07/2015  01/11/2016          33.61
5265675008            12/07/2015  01/11/2016         249.36
5746157501            12/07/2015  01/11/2016           6.59
5837025922            12/07/2015  01/11/2016         140.33
6395925008            12/07/2015  01/11/2016         275.73
6604225000            12/07/2015  01/11/2016          42.83
7568833136            12/07/2015  01/11/2016           9.26
8486060000            12/07/2015  01/11/2016         749.41
8555470007            12/07/2015  01/11/2016          56.93
9006000005            12/07/2015  01/11/2016         258.49
9026057506            12/07/2015  01/11/2016         473.27
9423383257            12/07/2015  01/11/2016         175.09
9581789907            12/07/2015  01/11/2016          23.46

73 VA Dominion Invoices for a Total Invoice Amount of $59071.34

73 Total Alexandria Invoices for a Total Invoice Amount of $59071.34


Organization:   Total

73 Total Invoices for a Total Invoice Amount of $59071.34

