
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 09/21/2011

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0853450005            09/13/2011  10/18/2011         594.61
1606240008            09/13/2011  10/18/2011        6665.77
8245865004            09/13/2011  10/18/2011        1906.09
0453732505            09/14/2011  10/19/2011         815.27
0513622506            09/14/2011  10/19/2011         126.58
0839000486            09/14/2011  10/19/2011         106.39
1132834340            09/14/2011  10/19/2011         137.77
3110640004            09/14/2011  10/19/2011         148.15
3535387504            09/14/2011  10/19/2011          30.60
4590630002            09/14/2011  10/19/2011           8.16
4970932911            09/14/2011  10/19/2011         152.00
6276422505            09/14/2011  10/19/2011          37.68
6615730006            09/14/2011  10/19/2011         156.05
6691573940            09/14/2011  10/19/2011       11514.26
6791993840            09/14/2011  10/19/2011           5.66
9333552504            09/14/2011  10/19/2011         249.07
0563127505            09/15/2011  10/20/2011         120.94

17 VA Dominion Invoices for a Total Invoice Amount of $22775.05

Acct #:               Bill Date:  Due Date:          Total:
3063087070            08/16/2011  10/04/2001         606.27
3020010207            08/16/2011  10/04/2001          19.16
3093487811            08/16/2011  10/04/2001         382.27
3063248565            08/16/2011  10/04/2001         149.35
3093492464            08/16/2011  10/04/2001         839.36
3093487670            08/16/2011  10/04/2001         259.98
3091432207            08/25/2011  10/04/2001       -2139.10
3098309028            08/25/2011  10/04/2001        2269.98
3096689405            08/25/2011  10/04/2001         102.47
3118675267            08/25/2011  10/04/2001        -988.43
3092758857            08/25/2011  10/04/2001          84.26
3000186209            08/31/2011  10/04/2001         225.59
3100034101            09/09/2011  10/04/2001          31.41
3001203516            09/09/2011  10/04/2001          58.56
3100034002            09/09/2011  10/04/2001       13302.25
3100112303            09/12/2011  10/04/2001         163.19
3017507900            09/13/2011  10/04/2001          33.52
3021593011            09/13/2011  10/04/2001          48.18
3017525019            09/13/2011  10/04/2001         373.56
3041227210            09/13/2011  10/04/2001         638.89
3002046021            09/13/2011  10/04/2001         326.33
3004078006            09/13/2011  10/04/2001        -160.15
3017525100            09/13/2011  10/04/2001          34.01
3037297607            09/13/2011  10/04/2001          31.49
3007028115            09/13/2011  10/04/2001          20.36
3001020555            09/13/2011  10/04/2001        -100.57
3001077001            09/13/2011  10/04/2001         138.81
3002091019            09/13/2011  10/04/2001          49.97
3004098517            09/13/2011  10/04/2001         146.03
3017505813            09/13/2011  10/04/2001          37.28
3041227004            09/13/2011  10/04/2001        1731.63
3002044505            09/13/2011  10/04/2001        1013.88
3094230103            09/13/2011  10/04/2001          42.01
3045325036            09/13/2011  10/04/2001         220.44
3039198415            09/13/2011  10/04/2001         201.09
3083250518            09/14/2011  10/04/2001         242.25
3049168028            09/14/2011  10/04/2001         340.68
3091740013            09/14/2011  10/04/2001         263.54
3091098214            09/14/2011  10/04/2001         282.43
3092905425            09/14/2011  10/04/2001         173.81
3068174014            09/14/2011  10/04/2001         124.38
3100280902            09/14/2011  10/04/2001         148.40
3107616520            09/14/2011  10/04/2001         329.15
3100251614            09/14/2011  10/04/2001         175.66
3100270457            09/14/2011  10/04/2001          18.50
3100285315            09/14/2011  10/04/2001          82.50
3092905524            09/14/2011  10/04/2001         292.47
3068184500            09/14/2011  10/04/2001         500.43
3069073017            09/14/2011  10/04/2001         281.97
3100053606            09/14/2011  10/04/2001         997.24
3077060014            09/14/2011  10/04/2001         168.45
3100100415            09/14/2011  10/04/2001         102.17
3077159006            09/14/2011  10/04/2001         181.36
3140522511            09/14/2011  10/04/2001         361.22
3071123503            09/14/2011  10/04/2001          34.39
3047313030            09/14/2011  10/04/2001         438.84
3100100910            09/14/2011  10/04/2001         155.21
3305049904            08/16/2011  10/04/2001         606.27
3305050209            08/16/2011  10/04/2001          19.16
3001011901            09/13/2011  10/04/2001         382.27
3004000000            09/13/2011  10/04/2001         149.35
3043162290            09/13/2011  10/04/2001         839.36
3100030927            09/13/2011  10/04/2001         259.98
3100280803            09/14/2011  10/04/2001       -2139.10
3100056153            09/14/2011  10/04/2001        2269.98
3100116825            09/14/2011  10/04/2001         102.47
3100285224            09/14/2011  10/04/2001        -988.43

67 Wash Gas Invoices for a Total Invoice Amount of $25303.73

84 Total Alexandria Invoices for a Total Invoice Amount of $48078.78

Organization:   Total

84 Total Invoices for a Total Invoice Amount of $48078.78

