
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 10/16/2013

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0014940001            10/08/2013  11/12/2013         859.09
2865622506            10/08/2013  11/12/2013         389.54
2990617504            10/08/2013  11/12/2013         228.62
4032400121            10/08/2013  11/12/2013         595.96
5863539630            10/08/2013  11/12/2013        1509.71
6265845005            10/08/2013  11/12/2013         955.78
6904957500            10/08/2013  11/12/2013         175.97
7800570009            10/08/2013  11/12/2013        1008.99
7852141840            10/08/2013  11/12/2013        3214.35
9304957500            10/08/2013  11/12/2013         246.53
0035425008            10/09/2013  11/13/2013          72.93
0045282506            10/09/2013  11/13/2013          71.37
0662927573            10/09/2013  11/13/2013        2525.77
0865355002            10/09/2013  11/13/2013         100.03
0875041303            10/09/2013  11/13/2013          25.48
0886617919            10/09/2013  11/13/2013          52.19
0899594022            10/09/2013  11/13/2013          24.44
0906461793            10/09/2013  11/13/2013          64.79
0917312621            10/09/2013  11/13/2013          40.87
0925594723            10/09/2013  11/13/2013          18.92
0939811717            10/09/2013  11/13/2013          36.91
0949361505            10/09/2013  11/13/2013          69.15
0957987662            10/09/2013  11/13/2013          48.04
0962345666            10/09/2013  11/13/2013          38.76
1030506974            10/09/2013  11/13/2013           6.53
2342127509            10/09/2013  11/13/2013         669.50
2942720000            10/09/2013  11/13/2013          60.33
3004480236            10/09/2013  11/13/2013          18.35
5606496759            10/09/2013  11/13/2013           5.66
5722222501            10/09/2013  11/13/2013         199.20
5737778562            10/09/2013  11/13/2013          88.41
6372590007            10/09/2013  11/13/2013          78.53
7902610000            10/09/2013  11/13/2013          69.64
7976345004            10/09/2013  11/13/2013        2678.44
8395777488            10/09/2013  11/13/2013         238.38
8965342507            10/09/2013  11/13/2013          21.14
0104237722            10/10/2013  11/14/2013        1796.90
0853450005            10/10/2013  11/14/2013         739.19
1513230001            10/10/2013  11/14/2013         349.11
1606240008            10/10/2013  11/14/2013       -2449.14
2596065009            10/10/2013  11/14/2013          98.75
3110640004            10/10/2013  11/14/2013         415.97
4926320674            10/10/2013  11/14/2013         137.26
8245865004            10/10/2013  11/14/2013         978.89
8485977501            10/10/2013  11/14/2013         717.88
9271454192            10/10/2013  11/14/2013         449.31
9523688605            10/10/2013  11/14/2013         592.37
0453732505            10/14/2013  11/18/2013        -180.84
0513622506            10/14/2013  11/18/2013          55.24
0563127505            10/14/2013  11/18/2013          -7.90
0839000486            10/14/2013  11/18/2013         -59.11
1132834340            10/14/2013  11/18/2013         -21.46
3535387504            10/14/2013  11/18/2013         185.12
4970932911            10/14/2013  11/18/2013        -184.25
6691573940            10/14/2013  11/18/2013        8449.12
6791993840            10/14/2013  11/18/2013           0.00
9333552504            10/14/2013  11/18/2013         -90.17

57 VA Dominion Invoices for a Total Invoice Amount of $28480.54

57 Total Alexandria Invoices for a Total Invoice Amount of $28480.54


Organization:   Total

57 Total Invoices for a Total Invoice Amount of $28480.54

